model,folder,parts_count,pdf,status,file_count
YT-99763,YT-99763,68,assets/robocze-pdf/yt-99763.pdf,parts-from-docx,2
YT-99720,YT-99720,22,assets/robocze-pdf/yt-99720.pdf,parts-from-docx,1
YT-99532,YT-99532,1,assets/robocze-pdf/yt-99532.pdf,parts-from-docx,2
YT-99730,YT-99730,28,assets/robocze-pdf/yt-99730.pdf,parts-from-docx,1
YT-99520,YT-99520,0,assets/robocze-pdf/yt-99520.pdf,drawing-only,2
YT-99760,YT-99760,68,assets/robocze-pdf/yt-99760.pdf,parts-from-docx,2
YT-99690,YT-99690,0,assets/robocze-pdf/yt-99690.pdf,drawing-only,2
YT-99536,YT-99536,0,assets/robocze-pdf/yt-99536.pdf,drawing-only,2
YT-372180,YT-372180,20,assets/robocze-pdf/yt-372180.pdf,parts-from-docx,2
YT-86220,YT-86220,30,assets/robocze-pdf/yt-86220.pdf,parts-from-docx,2
YT-99531,YT-99531,0,assets/robocze-pdf/yt-99531.pdf,drawing-only,2
YT-99738,YT-99738,0,assets/robocze-pdf/yt-99738.pdf,drawing-only,2
YT-99710,YT-99710,23,assets/robocze-pdf/yt-99710.pdf,parts-from-docx,1
YT-99739,YT-99739,0,assets/robocze-pdf/yt-99739.pdf,drawing-only,2
YT-86240,YT-86240,47,assets/robocze-pdf/yt-86240.pdf,parts-from-docx,3
YT-86161,YT-86161,69,assets/robocze-pdf/yt-86161.pdf,parts-from-docx,3
YT-99740,YT-99740,0,assets/robocze-pdf/yt-99740.pdf,empty,1
YT-86400,YT-86400,0,assets/robocze-pdf/yt-86400.pdf,drawing-only,6
YT-99733,YT-99733,30,assets/robocze-pdf/yt-99733.pdf,parts-from-docx,1
YT-99530,YT-99530,1,assets/robocze-pdf/yt-99530.pdf,parts-from-docx,2
YT-99705,YT-99705,21,assets/robocze-pdf/yt-99705.pdf,parts-from-docx,1
YT-99650,YT-99650,53,assets/robocze-pdf/yt-99650.pdf,parts-from-docx,1
YT-99695,YT-99695,0,assets/robocze-pdf/yt-99695.pdf,empty,1
YT-99500,YT-99500,0,assets/robocze-pdf/yt-99500.pdf,drawing-only,2
YT-99501,YT-99501,0,assets/robocze-pdf/yt-99501.pdf,drawing-only,2
YT-86160,YT-86160,66,assets/robocze-pdf/yt-86160.pdf,parts-from-docx,3
YT-86150,YT-86150,65,assets/robocze-pdf/yt-86150.pdf,parts-from-docx,3
YT-86211,YT-86211,0,assets/robocze-pdf/yt-86211.pdf,empty,1
YT-86200,YT-86200,0,assets/robocze-pdf/yt-86200.pdf,drawing-only,2
YT-86115,YT-86115,99,assets/robocze-pdf/yt-86115.pdf,parts-from-docx,2
YT-86140,YT-86140,23,assets/robocze-pdf/yt-86140.pdf,parts-from-docx,1
YT-86106,YT-86106,12,assets/robocze-pdf/yt-86106.pdf,parts-from-docx,2
YT-86158,YT-86158,22,assets/robocze-pdf/yt-86158.pdf,parts-from-docx,2
YT-86155,YT-86155,19,assets/robocze-pdf/yt-86155.pdf,parts-from-docx,2
YT-86144,YT-86144,0,assets/robocze-pdf/yt-86144.pdf,drawing-only,2
YT-99693,YT-99693,0,assets/robocze-pdf/yt-99693.pdf,drawing-only,2
YT-85862,YT-85862,42,assets/robocze-pdf/yt-85862.pdf,parts-from-docx,8
YT-85910,YT-85910,0,assets/robocze-pdf/yt-85910.pdf,drawing-only,3
85910,YT-85910,0,assets/robocze-pdf/yt-85910.pdf,drawing-only,3
YT-86120,YT-86120,87,assets/robocze-pdf/yt-86120.pdf,parts-from-docx,2
YT-85915,YT-85915,0,assets/robocze-pdf/yt-85915.pdf,drawing-only,2
YT-86139,YT-86139,123,assets/robocze-pdf/yt-86139.pdf,parts-from-docx,2
YT-86125,YT-86125,121,assets/robocze-pdf/yt-86125.pdf,parts-from-docx,1
YT-85720,YT-85720,51,assets/robocze-pdf/yt-85720.pdf,parts-from-docx,2
YT-85861,YT-85861,9,assets/robocze-pdf/yt-85861.pdf,parts-from-docx,2
YT-85860,YT-85860,41,assets/robocze-pdf/yt-85860.pdf,parts-from-docx,8
YT-85930,YT-85930,1,assets/robocze-pdf/yt-85930.pdf,parts-from-docx,2
YT-85712,YT-85712,32,assets/robocze-pdf/yt-85712.pdf,parts-from-docx,2
YT-86097,YT-86097,36,assets/robocze-pdf/yt-86097.pdf,parts-from-docx,2
YT-85592,YT-85592 - ogrodówka spalinowa 2024-2025,2,assets/robocze-pdf/yt-85592-ogrodowka-spalinowa-2024-2025.pdf,parts-from-docx,1
YT-85851,YT-85851,20,assets/robocze-pdf/yt-85851.pdf,parts-from-docx,19
YT-85850,YT-85850,0,assets/robocze-pdf/yt-85850.pdf,drawing-only,16
YT-85800,YT-85800,44,assets/robocze-pdf/yt-85800.pdf,parts-from-docx,1
YT-85803,YT-85803,40,assets/robocze-pdf/yt-85803.pdf,parts-from-docx,1
YT-85591,YT-85591 - ogrodówka spalinowa 2024-2025,2,assets/robocze-pdf/yt-85591-ogrodowka-spalinowa-2024-2025.pdf,parts-from-docx,1
YT-85537,YT-85537 - ogrodówka spalinowa 2024-2025,0,assets/robocze-pdf/yt-85537-ogrodowka-spalinowa-2024-2025.pdf,drawing-only,1
YT-85590,YT-85590 - ogrodówka spalinowa 2024-2025,0,assets/robocze-pdf/yt-85590-ogrodowka-spalinowa-2024-2025.pdf,empty,0
YT-85851,YT-85851 - ogrodówka spalinowa 2024-2025,0,assets/robocze-pdf/yt-85851-ogrodowka-spalinowa-2024-2025.pdf,drawing-only,19
YT-85710,YT-85710,66,assets/robocze-pdf/yt-85710.pdf,parts-from-docx,2
YT-85716,YT-85716,72,assets/robocze-pdf/yt-85716.pdf,parts-from-docx,1
YT-85715,YT-85715,74,assets/robocze-pdf/yt-85715.pdf,parts-from-docx,3
85715,YT-85715,74,assets/robocze-pdf/yt-85715.pdf,parts-from-docx,3
YT-85719,YT-85719,39,assets/robocze-pdf/yt-85719.pdf,parts-from-docx,2
YT-85863,YT-85863,38,assets/robocze-pdf/yt-85863.pdf,parts-from-docx,2
YT-85830,YT-85830,0,assets/robocze-pdf/yt-85830.pdf,drawing-only,83
YT-85700,YT-85700,48,assets/robocze-pdf/yt-85700.pdf,parts-from-docx,2
YT-85545,YT-85545 - ogrodówka spalinowa 2024-2025,0,assets/robocze-pdf/yt-85545-ogrodowka-spalinowa-2024-2025.pdf,drawing-only,1
YT-85570,YT-85570 - ogrodówka spalinowa 2024-2025,2,assets/robocze-pdf/yt-85570-ogrodowka-spalinowa-2024-2025.pdf,parts-from-docx,1
YT-85680,YT-85680,1,assets/robocze-pdf/yt-85680.pdf,parts-from-docx,1
YT-85702,YT-85702,20,assets/robocze-pdf/yt-85702.pdf,parts-from-docx,2
YT-85528,YT-85528 - ogrodówka spalinowa 2024-2025,0,assets/robocze-pdf/yt-85528-ogrodowka-spalinowa-2024-2025.pdf,drawing-only,2
YT-85552,YT-85552,0,assets/robocze-pdf/yt-85552.pdf,drawing-only,6
YT-85580,YT-85580 - ogrodówka spalinowa 2024-2025,0,assets/robocze-pdf/yt-85580-ogrodowka-spalinowa-2024-2025.pdf,empty,0
YT-85401,YT-85401,132,assets/robocze-pdf/yt-85401.pdf,parts-from-docx,23
YT-85690,YT-85690 YT-85691,23,assets/robocze-pdf/yt-85690-yt-85691.pdf,parts-from-docx,2
YT-85691,YT-85690 YT-85691,23,assets/robocze-pdf/yt-85690-yt-85691.pdf,parts-from-docx,2
YT-85520,YT-85520 - ogrodówka spalinowa 2024-2025,51,assets/robocze-pdf/yt-85520-ogrodowka-spalinowa-2024-2025.pdf,parts-from-docx,1
YT-85485,YT-85485,152,assets/robocze-pdf/yt-85485.pdf,parts-from-docx,4
YT-85553,YT-85553,18,assets/robocze-pdf/yt-85553.pdf,parts-from-docx,8
YT-85349,YT-85349,25,assets/robocze-pdf/yt-85349.pdf,parts-from-docx,6
YT-85370,YT-85370,58,assets/robocze-pdf/yt-85370.pdf,parts-from-docx,7
85370,YT-85370,58,assets/robocze-pdf/yt-85370.pdf,parts-from-docx,7
YT-85402,YT-85402,133,assets/robocze-pdf/yt-85402.pdf,parts-from-docx,5
YT-83061,YT-83061,25,assets/robocze-pdf/yt-83061.pdf,parts-from-docx,3
YT-84861,YT-84861,1,assets/robocze-pdf/yt-84861.pdf,parts-from-docx,9
YT-83052,YT-83052,43,assets/robocze-pdf/yt-83052.pdf,parts-from-docx,7
YT-82900,YT-82900,29,assets/robocze-pdf/yt-82900.pdf,parts-from-docx,6
82900,YT-82900,29,assets/robocze-pdf/yt-82900.pdf,parts-from-docx,6
YT-82877,YT-82877,51,assets/robocze-pdf/yt-82877.pdf,parts-from-docx,4
YT-85533,YT-85533 - ogrodówka spalinowa 2024-2025,0,assets/robocze-pdf/yt-85533-ogrodowka-spalinowa-2024-2025.pdf,drawing-only,3
YT-82922,YT-82922,31,assets/robocze-pdf/yt-82922.pdf,parts-from-docx,3
YT-82782,YT-82782 & YT-82783 & YT-82784,59,assets/robocze-pdf/yt-82782-yt-82783-yt-82784.pdf,parts-from-docx,6
YT-82783,YT-82782 & YT-82783 & YT-82784,59,assets/robocze-pdf/yt-82782-yt-82783-yt-82784.pdf,parts-from-docx,6
YT-82784,YT-82782 & YT-82783 & YT-82784,59,assets/robocze-pdf/yt-82782-yt-82783-yt-82784.pdf,parts-from-docx,6
82783,YT-82782 & YT-82783 & YT-82784,59,assets/robocze-pdf/yt-82782-yt-82783-yt-82784.pdf,parts-from-docx,6
82784,YT-82782 & YT-82783 & YT-82784,59,assets/robocze-pdf/yt-82782-yt-82783-yt-82784.pdf,parts-from-docx,6
82782,YT-82782 & YT-82783 & YT-82784,59,assets/robocze-pdf/yt-82782-yt-82783-yt-82784.pdf,parts-from-docx,6
YT-82930,YT-82930,21,assets/robocze-pdf/yt-82930.pdf,parts-from-docx,7
82930,YT-82930,21,assets/robocze-pdf/yt-82930.pdf,parts-from-docx,7
YT-84971,YT-84971,0,assets/robocze-pdf/yt-84971.pdf,drawing-only,1
YT-85554,YT-85554,36,assets/robocze-pdf/yt-85554.pdf,parts-from-docx,2
YT-82853,YT-82853,33,assets/robocze-pdf/yt-82853.pdf,parts-from-docx,6
82853,YT-82853,33,assets/robocze-pdf/yt-82853.pdf,parts-from-docx,6
YT-85179,YT-85179,31,assets/robocze-pdf/yt-85179.pdf,parts-from-docx,3
YT-82929,YT-82929,25,assets/robocze-pdf/yt-82929.pdf,parts-from-docx,5
YT-85191,YT-85191,97,assets/robocze-pdf/yt-85191.pdf,parts-from-docx,5
YT-82955,YT-82955 YT-82956,0,assets/robocze-pdf/yt-82955-yt-82956.pdf,drawing-only,4
YT-82956,YT-82955 YT-82956,0,assets/robocze-pdf/yt-82955-yt-82956.pdf,drawing-only,4
YT-85180,YT-85180,26,assets/robocze-pdf/yt-85180.pdf,parts-from-docx,4
YT-85343,YT-85343,33,assets/robocze-pdf/yt-85343.pdf,parts-from-docx,5
YT-85200,YT-85200,71,assets/robocze-pdf/yt-85200.pdf,parts-from-docx,5
YT-82927,YT-82927,44,assets/robocze-pdf/yt-82927.pdf,parts-from-docx,4
YT-84871,YT-84871,0,assets/robocze-pdf/yt-84871.pdf,drawing-only,4
YT-85364,YT-85364,75,assets/robocze-pdf/yt-85364.pdf,parts-from-docx,5
YT-85701,YT-85701,50,assets/robocze-pdf/yt-85701.pdf,parts-from-docx,2
YT-82804,YT-82804 & YT-82805,46,assets/robocze-pdf/yt-82804-yt-82805.pdf,parts-from-docx,8
YT-82805,YT-82804 & YT-82805,46,assets/robocze-pdf/yt-82804-yt-82805.pdf,parts-from-docx,8
82804,YT-82804 & YT-82805,46,assets/robocze-pdf/yt-82804-yt-82805.pdf,parts-from-docx,8
YT-85171,YT-85171 YT-82172,1,assets/robocze-pdf/yt-85171-yt-82172.pdf,parts-from-docx,3
YT-82172,YT-85171 YT-82172,1,assets/robocze-pdf/yt-85171-yt-82172.pdf,parts-from-docx,3
YT-84990,YT-84990,42,assets/robocze-pdf/yt-84990.pdf,parts-from-docx,5
YT-82611,YT-82611,46,assets/robocze-pdf/yt-82611.pdf,parts-from-docx,3
YT-82894,YT-82894 & YT-82895,57,assets/robocze-pdf/yt-82894-yt-82895.pdf,parts-from-docx,7
YT-82895,YT-82894 & YT-82895,57,assets/robocze-pdf/yt-82894-yt-82895.pdf,parts-from-docx,7
YT-82458,YT-82458,41,assets/robocze-pdf/yt-82458.pdf,parts-from-docx,10
82458,YT-82458,41,assets/robocze-pdf/yt-82458.pdf,parts-from-docx,10
YT-85170,YT-85170,30,assets/robocze-pdf/yt-85170.pdf,parts-from-docx,8
YT-85525,YT-85525 - ogrodówka spalinowa 2024-2025,1,assets/robocze-pdf/yt-85525-ogrodowka-spalinowa-2024-2025.pdf,parts-from-docx,2
YT-82459,YT-82459,25,assets/robocze-pdf/yt-82459.pdf,parts-from-docx,8
YT-82600,YT-82600,32,assets/robocze-pdf/yt-82600.pdf,parts-from-docx,2
YT-85372,YT-85372,82,assets/robocze-pdf/yt-85372.pdf,parts-from-docx,5
YT-84901,YT-84901,198,assets/robocze-pdf/yt-84901.pdf,parts-from-docx,14
84901,YT-84901,198,assets/robocze-pdf/yt-84901.pdf,parts-from-docx,14
YT-82902,YT-82902,17,assets/robocze-pdf/yt-82902.pdf,parts-from-docx,3
YT-82901,YT-82901,19,assets/robocze-pdf/yt-82901.pdf,parts-from-docx,5
82901,YT-82901,19,assets/robocze-pdf/yt-82901.pdf,parts-from-docx,5
YT-82816,YT-82816 & YT-82817,148,assets/robocze-pdf/yt-82816-yt-82817.pdf,parts-from-docx,4
YT-82817,YT-82816 & YT-82817,148,assets/robocze-pdf/yt-82816-yt-82817.pdf,parts-from-docx,4
YT-82456,YT-82456,27,assets/robocze-pdf/yt-82456.pdf,parts-from-docx,8
YT-82800,YT-82800 & YT-82801,55,assets/robocze-pdf/yt-82800-yt-82801.pdf,parts-from-docx,9
YT-82801,YT-82800 & YT-82801,55,assets/robocze-pdf/yt-82800-yt-82801.pdf,parts-from-docx,9
82800,YT-82800 & YT-82801,55,assets/robocze-pdf/yt-82800-yt-82801.pdf,parts-from-docx,9
82801,YT-82800 & YT-82801,55,assets/robocze-pdf/yt-82800-yt-82801.pdf,parts-from-docx,9
YT-85550,YT-85550,0,assets/robocze-pdf/yt-85550.pdf,drawing-only,7
YT-82880,YT-82880 & YT-82881,43,assets/robocze-pdf/yt-82880-yt-82881.pdf,parts-from-docx,7
YT-82881,YT-82880 & YT-82881,43,assets/robocze-pdf/yt-82880-yt-82881.pdf,parts-from-docx,7
YT-85341,YT-85341,30,assets/robocze-pdf/yt-85341.pdf,parts-from-docx,8
85341,YT-85341,30,assets/robocze-pdf/yt-85341.pdf,parts-from-docx,8
YT-82550,YT-82550,36,assets/robocze-pdf/yt-82550.pdf,parts-from-docx,2
YT-82461,YT-82461,1,assets/robocze-pdf/yt-82461.pdf,parts-from-docx,3
YT-82292,YT-82292,25,assets/robocze-pdf/yt-82292.pdf,parts-from-docx,5
YT-85017,YT-85017_YT-85018,38,assets/robocze-pdf/yt-85017-yt-85018.pdf,parts-from-docx,7
YT-85018,YT-85017_YT-85018,38,assets/robocze-pdf/yt-85017-yt-85018.pdf,parts-from-docx,7
YT-82296,YT-82296,34,assets/robocze-pdf/yt-82296.pdf,parts-from-docx,5
YT-82770,YT-82770,80,assets/robocze-pdf/yt-82770.pdf,parts-from-docx,4
82770,YT-82770,80,assets/robocze-pdf/yt-82770.pdf,parts-from-docx,4
YT-85421,YT-85421,200,assets/robocze-pdf/yt-85421.pdf,parts-from-docx,3
85421,YT-85421,200,assets/robocze-pdf/yt-85421.pdf,parts-from-docx,3
YT-82356,YT-82356,123,assets/robocze-pdf/yt-82356.pdf,parts-from-docx,4
YT-82294,YT-82294,29,assets/robocze-pdf/yt-82294.pdf,parts-from-docx,6
YT-82297,YT-82297,29,assets/robocze-pdf/yt-82297.pdf,parts-from-docx,6
YT-82455,YT-82455,33,assets/robocze-pdf/yt-82455.pdf,parts-from-docx,6
82455,YT-82455,33,assets/robocze-pdf/yt-82455.pdf,parts-from-docx,6
YT-85019,YT-85019_YT-85020,39,assets/robocze-pdf/yt-85019-yt-85020.pdf,parts-from-docx,7
YT-85020,YT-85019_YT-85020,39,assets/robocze-pdf/yt-85019-yt-85020.pdf,parts-from-docx,7
YT-83051,YT-83051,43,assets/robocze-pdf/yt-83051.pdf,parts-from-docx,8
YT-85403,YT-85403,133,assets/robocze-pdf/yt-85403.pdf,parts-from-docx,3
YT-85015,YT-85015,41,assets/robocze-pdf/yt-85015.pdf,parts-from-docx,4
YT-82788,YT-82788 & YT-82789,64,assets/robocze-pdf/yt-82788-yt-82789.pdf,parts-from-docx,8
YT-82789,YT-82788 & YT-82789,64,assets/robocze-pdf/yt-82788-yt-82789.pdf,parts-from-docx,8
82788,YT-82788 & YT-82789,64,assets/robocze-pdf/yt-82788-yt-82789.pdf,parts-from-docx,8
82789,YT-82788 & YT-82789,64,assets/robocze-pdf/yt-82788-yt-82789.pdf,parts-from-docx,8
YT-82291,YT-82291,23,assets/robocze-pdf/yt-82291.pdf,parts-from-docx,6
82291,YT-82291,23,assets/robocze-pdf/yt-82291.pdf,parts-from-docx,6
YT-82274,YT-82274,53,assets/robocze-pdf/yt-82274.pdf,parts-from-docx,5
YT-85532,YT-85532 - ogrodówka spalinowa 2024-2025,91,assets/robocze-pdf/yt-85532-ogrodowka-spalinowa-2024-2025.pdf,parts-from-docx,4
YT-82350,YT-82350,168,assets/robocze-pdf/yt-82350.pdf,parts-from-docx,7
82350,YT-82350,168,assets/robocze-pdf/yt-82350.pdf,parts-from-docx,7
YT-85551,YT-85551,20,assets/robocze-pdf/yt-85551.pdf,parts-from-docx,8
YT-82230,YT-82230,41,assets/robocze-pdf/yt-82230.pdf,parts-from-docx,3
YT-82763,YT-82763,13,assets/robocze-pdf/yt-82763.pdf,parts-from-docx,2
YT-82196,YT-82196,51,assets/robocze-pdf/yt-82196.pdf,parts-from-docx,5
YT-82273,YT-82273,105,assets/robocze-pdf/yt-82273.pdf,parts-from-docx,6
YT-82200,YT-82200,0,assets/robocze-pdf/yt-82200.pdf,drawing-only,4
YT-82385,YT-82385,99,assets/robocze-pdf/yt-82385.pdf,parts-from-docx,3
230825,YT-82385,99,assets/robocze-pdf/yt-82385.pdf,parts-from-docx,3
YT-82175,YT-82175,175,assets/robocze-pdf/yt-82175.pdf,parts-from-docx,3
180926,YT-82175,175,assets/robocze-pdf/yt-82175.pdf,parts-from-docx,3
YT-85005,YT-85005,87,assets/robocze-pdf/yt-85005.pdf,parts-from-docx,7
YT-82191,YT-82191,39,assets/robocze-pdf/yt-82191.pdf,parts-from-docx,6
YT-85333,YT-85333,31,assets/robocze-pdf/yt-85333.pdf,parts-from-docx,5
YT-82176,YT-82176,230,assets/robocze-pdf/yt-82176.pdf,parts-from-docx,4
YT-82190,YT-82190,20,assets/robocze-pdf/yt-82190.pdf,parts-from-docx,3
YT-84872,YT-84872,103,assets/robocze-pdf/yt-84872.pdf,parts-from-docx,3
YT-85371,YT-85371,72,assets/robocze-pdf/yt-85371.pdf,parts-from-docx,5
YT-82185,YT-82185,96,assets/robocze-pdf/yt-82185.pdf,parts-from-docx,3
YT-82380,YT-82380,70,assets/robocze-pdf/yt-82380.pdf,parts-from-docx,5
YT-82208,YT-82208,41,assets/robocze-pdf/yt-82208.pdf,parts-from-docx,5
YT-82903,YT-82903,15,assets/robocze-pdf/yt-82903.pdf,parts-from-docx,5
82903,YT-82903,15,assets/robocze-pdf/yt-82903.pdf,parts-from-docx,5
YT-82802,YT-82802,4,assets/robocze-pdf/yt-82802.pdf,parts-from-docx,4
YT-84868,YT-84868,1,assets/robocze-pdf/yt-84868.pdf,parts-from-docx,4
YT-82280,YT-82280,112,assets/robocze-pdf/yt-82280.pdf,parts-from-docx,2
YT-82194,YT-82194,74,assets/robocze-pdf/yt-82194.pdf,parts-from-docx,4
YT-85013,YT-85013_YT-85014,59,assets/robocze-pdf/yt-85013-yt-85014.pdf,parts-from-docx,8
YT-85014,YT-85013_YT-85014,59,assets/robocze-pdf/yt-85013-yt-85014.pdf,parts-from-docx,8
YT-82192,YT-82192,63,assets/robocze-pdf/yt-82192.pdf,parts-from-docx,4
YT-85222,YT-85222 & YT-85223,175,assets/robocze-pdf/yt-85222-yt-85223.pdf,parts-from-docx,8
YT-85223,YT-85222 & YT-85223,175,assets/robocze-pdf/yt-85222-yt-85223.pdf,parts-from-docx,8
11082,YT-85222 & YT-85223,175,assets/robocze-pdf/yt-85222-yt-85223.pdf,parts-from-docx,8
11017,YT-85222 & YT-85223,175,assets/robocze-pdf/yt-85222-yt-85223.pdf,parts-from-docx,8
YT-84870,YT-84870,88,assets/robocze-pdf/yt-84870.pdf,parts-from-docx,5
YT-82173,YT-82173,151,assets/robocze-pdf/yt-82173.pdf,parts-from-docx,3
180926,YT-82173,151,assets/robocze-pdf/yt-82173.pdf,parts-from-docx,3
YT-82141,YT-82141,69,assets/robocze-pdf/yt-82141.pdf,parts-from-docx,3
YT-82158,YT-82158,101,assets/robocze-pdf/yt-82158.pdf,parts-from-docx,5
YT-82138,YT-82138,7,assets/robocze-pdf/yt-82138.pdf,parts-from-docx,5
YT-82152,YT-82152,69,assets/robocze-pdf/yt-82152.pdf,parts-from-docx,5
YT-82135,YT-82135,169,assets/robocze-pdf/yt-82135.pdf,parts-from-docx,3
82135,YT-82135,169,assets/robocze-pdf/yt-82135.pdf,parts-from-docx,3
YT-82147,YT-82147,184,assets/robocze-pdf/yt-82147.pdf,parts-from-docx,4
YT-82780,YT-82780 & YT-82781,59,assets/robocze-pdf/yt-82780-yt-82781.pdf,parts-from-docx,5
YT-82781,YT-82780 & YT-82781,59,assets/robocze-pdf/yt-82780-yt-82781.pdf,parts-from-docx,5
YT-82133,YT-82133,73,assets/robocze-pdf/yt-82133.pdf,parts-from-docx,5
82133,YT-82133,73,assets/robocze-pdf/yt-82133.pdf,parts-from-docx,5
YT-82118,YT-82118,108,assets/robocze-pdf/yt-82118.pdf,parts-from-docx,3
YT-82281,YT-82281,79,assets/robocze-pdf/yt-82281.pdf,parts-from-docx,5
YT-82174,YT-82174,152,assets/robocze-pdf/yt-82174.pdf,parts-from-docx,4
180926,YT-82174,152,assets/robocze-pdf/yt-82174.pdf,parts-from-docx,4
YT-85301,YT-85301,101,assets/robocze-pdf/yt-85301.pdf,parts-from-docx,5
YT-82451,YT-82451,16,assets/robocze-pdf/yt-82451.pdf,parts-from-docx,4
YT-83096,YT-83096,13,assets/robocze-pdf/yt-83096.pdf,parts-from-docx,1
YT-82904,YT-82904,28,assets/robocze-pdf/yt-82904.pdf,parts-from-docx,4
YT-82070,YT-82070,48,assets/robocze-pdf/yt-82070.pdf,parts-from-docx,4
82070,YT-82070,48,assets/robocze-pdf/yt-82070.pdf,parts-from-docx,4
YT-82282,YT-82282,37,assets/robocze-pdf/yt-82282.pdf,parts-from-docx,5
YT-84800,YT-84800,93,assets/robocze-pdf/yt-84800.pdf,parts-from-docx,5
YT-82101,YT-82101,57,assets/robocze-pdf/yt-82101.pdf,parts-from-docx,3
YT-84790,YT-84790,160,assets/robocze-pdf/yt-84790.pdf,parts-from-docx,4
YT-84780,YT-84790,160,assets/robocze-pdf/yt-84790.pdf,parts-from-docx,4
YT-84893,YT-84893,149,assets/robocze-pdf/yt-84893.pdf,parts-from-docx,3
84893,YT-84893,149,assets/robocze-pdf/yt-84893.pdf,parts-from-docx,3
YT-85483,YT-85483,130,assets/robocze-pdf/yt-85483.pdf,parts-from-docx,1
YT-85330,YT-85330,31,assets/robocze-pdf/yt-85330.pdf,parts-from-docx,6
YT-82048,YT-82048,1,assets/robocze-pdf/yt-82048.pdf,parts-from-docx,3
YT-82168,YT-82168,113,assets/robocze-pdf/yt-82168.pdf,parts-from-docx,5
YT-82457,YT-82457,27,assets/robocze-pdf/yt-82457.pdf,parts-from-docx,9
82457,YT-82457,27,assets/robocze-pdf/yt-82457.pdf,parts-from-docx,9
YT-84820,YT-84820,174,assets/robocze-pdf/yt-84820.pdf,parts-from-docx,18
YT-85482,YT-85482,100,assets/robocze-pdf/yt-85482.pdf,parts-from-docx,4
YT-85010,YT-85010,73,assets/robocze-pdf/yt-85010.pdf,parts-from-docx,7
85010,YT-85010,73,assets/robocze-pdf/yt-85010.pdf,parts-from-docx,7
YT-82834,YT-82834 & YT-82835,58,assets/robocze-pdf/yt-82834-yt-82835.pdf,parts-from-docx,3
YT-82835,YT-82834 & YT-82835,58,assets/robocze-pdf/yt-82834-yt-82835.pdf,parts-from-docx,3
YT-82265,YT-82265,3,assets/robocze-pdf/yt-82265.pdf,parts-from-docx,3
160154,YT-82265,3,assets/robocze-pdf/yt-82265.pdf,parts-from-docx,3
YT-82806,YT-82806 & YT-82807 & YT-828061,42,assets/robocze-pdf/yt-82806-yt-82807-yt-828061.pdf,parts-from-docx,7
YT-82807,YT-82806 & YT-82807 & YT-828061,42,assets/robocze-pdf/yt-82806-yt-82807-yt-828061.pdf,parts-from-docx,7
YT-828061,YT-82806 & YT-82807 & YT-828061,42,assets/robocze-pdf/yt-82806-yt-82807-yt-828061.pdf,parts-from-docx,7
YT-85286,YT-85286,57,assets/robocze-pdf/yt-85286.pdf,parts-from-docx,10
110755,YT-85286,57,assets/robocze-pdf/yt-85286.pdf,parts-from-docx,10
240115,YT-85286,57,assets/robocze-pdf/yt-85286.pdf,parts-from-docx,10
240116,YT-85286,57,assets/robocze-pdf/yt-85286.pdf,parts-from-docx,10
YT-82060,YT-82060,59,assets/robocze-pdf/yt-82060.pdf,parts-from-docx,4
YT-82100,YT-82100,52,assets/robocze-pdf/yt-82100.pdf,parts-from-docx,3
YT-82005,YT-82005,104,assets/robocze-pdf/yt-82005.pdf,parts-from-docx,6
250530,YT-82005,104,assets/robocze-pdf/yt-82005.pdf,parts-from-docx,6
YT-82796,YT-82796 & YT-82797,65,assets/robocze-pdf/yt-82796-yt-82797.pdf,parts-from-docx,7
YT-82797,YT-82796 & YT-82797,65,assets/robocze-pdf/yt-82796-yt-82797.pdf,parts-from-docx,7
82797,YT-82796 & YT-82797,65,assets/robocze-pdf/yt-82796-yt-82797.pdf,parts-from-docx,7
82796,YT-82796 & YT-82797,65,assets/robocze-pdf/yt-82796-yt-82797.pdf,parts-from-docx,7
YT-82172,YT-82172,150,assets/robocze-pdf/yt-82172.pdf,parts-from-docx,4
180926,YT-82172,150,assets/robocze-pdf/yt-82172.pdf,parts-from-docx,4
YT-82267,YT-82267,102,assets/robocze-pdf/yt-82267.pdf,parts-from-docx,3
YT-84910,YT-84910,183,assets/robocze-pdf/yt-84910.pdf,parts-from-docx,11
YT-82151,YT-82151,88,assets/robocze-pdf/yt-82151.pdf,parts-from-docx,5
180921,YT-82151,88,assets/robocze-pdf/yt-82151.pdf,parts-from-docx,5
YT-85521,YT-85521 - ogrodówka spalinowa 2024-2025,1,assets/robocze-pdf/yt-85521-ogrodowka-spalinowa-2024-2025.pdf,parts-from-docx,3
YT-82123,YT-82123,0,assets/robocze-pdf/yt-82123.pdf,drawing-only,3
YT-82818,YT-82818 & YT-82819,44,assets/robocze-pdf/yt-82818-yt-82819.pdf,parts-from-docx,7
YT-82819,YT-82818 & YT-82819,44,assets/robocze-pdf/yt-82818-yt-82819.pdf,parts-from-docx,7
82819,YT-82818 & YT-82819,44,assets/robocze-pdf/yt-82818-yt-82819.pdf,parts-from-docx,7
82818,YT-82818 & YT-82819,44,assets/robocze-pdf/yt-82818-yt-82819.pdf,parts-from-docx,7
YT-82075,YT-82075&YT-82076,0,assets/robocze-pdf/yt-82075-yt-82076.pdf,drawing-only,4
YT-82076,YT-82075&YT-82076,0,assets/robocze-pdf/yt-82075-yt-82076.pdf,drawing-only,4
