model,folder,parts_count,pdf,status,file_count
014020,YT-82075&YT-82076,0,assets/robocze-pdf/yt-82075-yt-82076.pdf,drawing-only,4
YT-82025,YT-82025,53,assets/robocze-pdf/yt-82025.pdf,parts-from-docx,3
YT-82163,YT-82163,47,assets/robocze-pdf/yt-82163.pdf,parts-from-docx,5
YT-82223,YT-82223,59,assets/robocze-pdf/yt-82223.pdf,parts-from-docx,5
82223,YT-82223,59,assets/robocze-pdf/yt-82223.pdf,parts-from-docx,5
YT-85205,YT-85205,97,assets/robocze-pdf/yt-85205.pdf,parts-from-docx,4
YT-85481,YT-85481,74,assets/robocze-pdf/yt-85481.pdf,parts-from-docx,5
YT-82389,YT-82389,125,assets/robocze-pdf/yt-82389.pdf,parts-from-docx,5
YT-82034,YT-82034,42,assets/robocze-pdf/yt-82034.pdf,parts-from-docx,4
82034,YT-82034,42,assets/robocze-pdf/yt-82034.pdf,parts-from-docx,4
YT-82050,YT-82050,42,assets/robocze-pdf/yt-82050.pdf,parts-from-docx,4
YT-82044,YT-82044,71,assets/robocze-pdf/yt-82044.pdf,parts-from-docx,4
82044,YT-82044,71,assets/robocze-pdf/yt-82044.pdf,parts-from-docx,4
YT-82002,YT-82002,97,assets/robocze-pdf/yt-82002.pdf,parts-from-docx,6
82002,YT-82002,97,assets/robocze-pdf/yt-82002.pdf,parts-from-docx,6
YT-82794,YT-82794 & YT-82795,59,assets/robocze-pdf/yt-82794-yt-82795.pdf,parts-from-docx,8
YT-82795,YT-82794 & YT-82795,59,assets/robocze-pdf/yt-82794-yt-82795.pdf,parts-from-docx,8
82794,YT-82794 & YT-82795,59,assets/robocze-pdf/yt-82794-yt-82795.pdf,parts-from-docx,8
82795,YT-82794 & YT-82795,59,assets/robocze-pdf/yt-82794-yt-82795.pdf,parts-from-docx,8
YT-84860,YT-84860,175,assets/robocze-pdf/yt-84860.pdf,parts-from-docx,6
YT-81980,YT-81980,79,assets/robocze-pdf/yt-81980.pdf,parts-from-docx,6
81980,YT-81980,79,assets/robocze-pdf/yt-81980.pdf,parts-from-docx,6
YT-81953,YT-81953,67,assets/robocze-pdf/yt-81953.pdf,parts-from-docx,3
YT-81401,YT-81401,34,assets/robocze-pdf/yt-81401.pdf,parts-from-docx,5
YT-82015,YT-82015,91,assets/robocze-pdf/yt-82015.pdf,parts-from-docx,4
041006,YT-82015,91,assets/robocze-pdf/yt-82015.pdf,parts-from-docx,4
YT-81956,YT-81956,64,assets/robocze-pdf/yt-81956.pdf,parts-from-docx,5
022004,YT-81956,64,assets/robocze-pdf/yt-81956.pdf,parts-from-docx,5
YT-81400,YT-81400,26,assets/robocze-pdf/yt-81400.pdf,parts-from-docx,5
YT-81382,YT-81382,19,assets/robocze-pdf/yt-81382.pdf,parts-from-docx,5
YT-81420,YT-81420,21,assets/robocze-pdf/yt-81420.pdf,parts-from-docx,5
YT-81358,YT-81358,43,assets/robocze-pdf/yt-81358.pdf,parts-from-docx,4
YT-85453,YT-85453,125,assets/robocze-pdf/yt-85453.pdf,parts-from-docx,4
YT-85451,YT-85453,125,assets/robocze-pdf/yt-85453.pdf,parts-from-docx,4
YT-82115,YT-82115,106,assets/robocze-pdf/yt-82115.pdf,parts-from-docx,4
82115,YT-82115,106,assets/robocze-pdf/yt-82115.pdf,parts-from-docx,4
YT-81380,YT-81380,17,assets/robocze-pdf/yt-81380.pdf,parts-from-docx,5
YT-82165,YT-82165,156,assets/robocze-pdf/yt-82165.pdf,parts-from-docx,3
YT-82355,YT-82355,44,assets/robocze-pdf/yt-82355.pdf,parts-from-docx,6
YT-82125,YT-82125,104,assets/robocze-pdf/yt-82125.pdf,parts-from-docx,4
82125,YT-82125,104,assets/robocze-pdf/yt-82125.pdf,parts-from-docx,4
YT-85283,YT-85283,59,assets/robocze-pdf/yt-85283.pdf,parts-from-docx,7
YT-82855,YT-82855,33,assets/robocze-pdf/yt-82855.pdf,parts-from-docx,6
82855,YT-82855,33,assets/robocze-pdf/yt-82855.pdf,parts-from-docx,6
YT-55600,YT-55600,51,assets/robocze-pdf/yt-55600.pdf,parts-from-docx,3
YT-55585,YT-55585,54,assets/robocze-pdf/yt-55585.pdf,parts-from-docx,7
07305,YT-55585,54,assets/robocze-pdf/yt-55585.pdf,parts-from-docx,7
YT-82134,YT-82134,0,assets/robocze-pdf/yt-82134.pdf,drawing-only,3
YT-36177,YT-36177,62,assets/robocze-pdf/yt-36177.pdf,parts-from-docx,4
YT-55556,YT-55556,35,assets/robocze-pdf/yt-55556.pdf,parts-from-docx,3
YT-72920,YT-72920,33,assets/robocze-pdf/yt-72920.pdf,parts-from-docx,4
YT-55557,YT-55557,14,assets/robocze-pdf/yt-55557.pdf,parts-from-docx,2
YT-30522,YT-30522,17,assets/robocze-pdf/yt-30522.pdf,parts-from-docx,6
YT-55581,YT-55581,23,assets/robocze-pdf/yt-55581.pdf,parts-from-docx,7
YT-36091,YT-36091,45,assets/robocze-pdf/yt-36091.pdf,parts-from-docx,3
YT-36092,YT-36092,45,assets/robocze-pdf/yt-36092.pdf,parts-from-docx,4
YT-36171,YT-36171,56,assets/robocze-pdf/yt-36171.pdf,parts-from-docx,5
YT-30521,YT-30521,16,assets/robocze-pdf/yt-30521.pdf,parts-from-docx,6
YT-36112,YT-36112,33,assets/robocze-pdf/yt-36112.pdf,parts-from-docx,4
YT-82790,"YT-82790, YT-82791, YT-82792",4,assets/robocze-pdf/yt-82790-yt-82791-yt-82792.pdf,parts-from-docx,5
YT-82791,"YT-82790, YT-82791, YT-82792",4,assets/robocze-pdf/yt-82790-yt-82791-yt-82792.pdf,parts-from-docx,5
YT-82792,"YT-82790, YT-82791, YT-82792",4,assets/robocze-pdf/yt-82790-yt-82791-yt-82792.pdf,parts-from-docx,5
60202,"YT-82790, YT-82791, YT-82792",4,assets/robocze-pdf/yt-82790-yt-82791-yt-82792.pdf,parts-from-docx,5
YT-82288,YT-82288,23,assets/robocze-pdf/yt-82288.pdf,parts-from-docx,4
YT-82130,YT-82130,122,assets/robocze-pdf/yt-82130.pdf,parts-from-docx,3
YT-82020,YT-82020,39,assets/robocze-pdf/yt-82020.pdf,parts-from-docx,3
YT-36150,YT-36150,30,assets/robocze-pdf/yt-36150.pdf,parts-from-docx,3
YT-84970,YT-84970,0,assets/robocze-pdf/yt-84970.pdf,drawing-only,1
YT-23701,YT-23701,24,assets/robocze-pdf/yt-23701.pdf,parts-from-docx,4
YT-17213,YT-17213,50,assets/robocze-pdf/yt-17213.pdf,parts-from-docx,4
YT-79955,YT-79955,98,assets/robocze-pdf/yt-79955.pdf,parts-from-docx,6
YT-82132,YT-82132,9,assets/robocze-pdf/yt-82132.pdf,parts-from-docx,2
YT-23306,YT-23306 YT-23311,95,assets/robocze-pdf/yt-23306-yt-23311.pdf,parts-from-docx,8
YT-23311,YT-23306 YT-23311,95,assets/robocze-pdf/yt-23306-yt-23311.pdf,parts-from-docx,8
YT-84770,YT-84770,63,assets/robocze-pdf/yt-84770.pdf,parts-from-docx,3
84770,YT-84770,63,assets/robocze-pdf/yt-84770.pdf,parts-from-docx,3
YT-21758,YT-21758,46,assets/robocze-pdf/yt-21758.pdf,parts-from-docx,3
YT-82181,YT-82181,94,assets/robocze-pdf/yt-82181.pdf,parts-from-docx,3
YT-30520,YT-30520,15,assets/robocze-pdf/yt-30520.pdf,parts-from-docx,6
YT-84797,YT-84797,71,assets/robocze-pdf/yt-84797.pdf,parts-from-docx,6
YT-82206,YT-82206,88,assets/robocze-pdf/yt-82206.pdf,parts-from-docx,4
YT-83101,YT-83101,10,assets/robocze-pdf/yt-83101.pdf,parts-from-docx,4
83101,YT-83101,10,assets/robocze-pdf/yt-83101.pdf,parts-from-docx,4
YT-82888,YT-82888 & YT-82889,29,assets/robocze-pdf/yt-82888-yt-82889.pdf,parts-from-docx,5
YT-82889,YT-82888 & YT-82889,29,assets/robocze-pdf/yt-82888-yt-82889.pdf,parts-from-docx,5
YT-82798,YT-82798 YT-82799,48,assets/robocze-pdf/yt-82798-yt-82799.pdf,parts-from-docx,5
YT-82799,YT-82798 YT-82799,48,assets/robocze-pdf/yt-82798-yt-82799.pdf,parts-from-docx,5
YT-36119,YT-36119,52,assets/robocze-pdf/yt-36119.pdf,parts-from-docx,4
YT-83060,YT-83060,23,assets/robocze-pdf/yt-83060.pdf,parts-from-docx,3
YT-85230,YT-85230,31,assets/robocze-pdf/yt-85230.pdf,parts-from-docx,4
YT-82045,YT-82045,77,assets/robocze-pdf/yt-82045.pdf,parts-from-docx,3
YT-82119,YT-82119,139,assets/robocze-pdf/yt-82119.pdf,parts-from-docx,4
YT-82106,YT-82106,69,assets/robocze-pdf/yt-82106.pdf,parts-from-docx,3
YT-82375,YT-82375,67,assets/robocze-pdf/yt-82375.pdf,parts-from-docx,5
YT-83090,YT-83090_YT-83091_YT-83092,219,assets/robocze-pdf/yt-83090-yt-83091-yt-83092.pdf,parts-from-docx,3
YT-83091,YT-83090_YT-83091_YT-83092,219,assets/robocze-pdf/yt-83090-yt-83091-yt-83092.pdf,parts-from-docx,3
YT-83092,YT-83090_YT-83091_YT-83092,219,assets/robocze-pdf/yt-83090-yt-83091-yt-83092.pdf,parts-from-docx,3
YT-85440,YT-85440,168,assets/robocze-pdf/yt-85440.pdf,parts-from-docx,3
YT-85004,YT-85004,214,assets/robocze-pdf/yt-85004.pdf,parts-from-docx,7
YT-18900,YT-18900,34,assets/robocze-pdf/yt-18900.pdf,parts-from-docx,4
YT-73030,YT-73030,2,assets/robocze-pdf/yt-73030.pdf,parts-from-docx,3
YT-82767,YT-82767,44,assets/robocze-pdf/yt-82767.pdf,parts-from-docx,6
YT-82040,YT-82040,47,assets/robocze-pdf/yt-82040.pdf,parts-from-docx,4
82040,YT-82040,47,assets/robocze-pdf/yt-82040.pdf,parts-from-docx,4
YT-82830,YT-82830 & YT-82831,74,assets/robocze-pdf/yt-82830-yt-82831.pdf,parts-from-docx,4
YT-82831,YT-82830 & YT-82831,74,assets/robocze-pdf/yt-82830-yt-82831.pdf,parts-from-docx,4
YT-09741,YT-09741,45,assets/robocze-pdf/yt-09741.pdf,parts-from-docx,6
YT-09803,YT-09803,32,assets/robocze-pdf/yt-09803.pdf,parts-from-docx,3
YT-17412,YT-17412,31,assets/robocze-pdf/yt-17412.pdf,parts-from-docx,4
YT-09945,YT-09945,35,assets/robocze-pdf/yt-09945.pdf,parts-from-docx,3
YT-09913,YT-09913,22,assets/robocze-pdf/yt-09913.pdf,parts-from-docx,3
YT-85220,YT-85220 & YT-85221,111,assets/robocze-pdf/yt-85220-yt-85221.pdf,parts-from-docx,6
YT-85221,YT-85220 & YT-85221,111,assets/robocze-pdf/yt-85220-yt-85221.pdf,parts-from-docx,6
YT-82003,YT-82003,2,assets/robocze-pdf/yt-82003.pdf,parts-from-docx,2
YT-82342,YT-82342,59,assets/robocze-pdf/yt-82342.pdf,parts-from-docx,5
YT-82080,YT-82080,49,assets/robocze-pdf/yt-82080.pdf,parts-from-docx,5
YT-82164,YT-82164,63,assets/robocze-pdf/yt-82164.pdf,parts-from-docx,5
023003,YT-82164,63,assets/robocze-pdf/yt-82164.pdf,parts-from-docx,5
YT-85486,YT-85486,155,assets/robocze-pdf/yt-85486.pdf,parts-from-docx,1
YT-82131,YT-82131,145,assets/robocze-pdf/yt-82131.pdf,parts-from-docx,6
YT-82240,YT-82240,72,assets/robocze-pdf/yt-82240.pdf,parts-from-docx,5
YT-09615,YT-09615,59,assets/robocze-pdf/yt-09615.pdf,parts-from-docx,4
YT-09564,YT-09615,59,assets/robocze-pdf/yt-09615.pdf,parts-from-docx,4
YT-82341,YT-82341,85,assets/robocze-pdf/yt-82341.pdf,parts-from-docx,4
YT-09910,YT-09910,21,assets/robocze-pdf/yt-09910.pdf,parts-from-docx,4
YT-09944,YT-09944,39,assets/robocze-pdf/yt-09944.pdf,parts-from-docx,3
YT-85451,YT-85451,123,assets/robocze-pdf/yt-85451.pdf,parts-from-docx,6
YT-85453,YT-85451,123,assets/robocze-pdf/yt-85451.pdf,parts-from-docx,6
YT-85001,YT-85001,172,assets/robocze-pdf/yt-85001.pdf,parts-from-docx,7
YT-85363,YT-85363,69,assets/robocze-pdf/yt-85363.pdf,parts-from-docx,5
YT-09633,YT-09633,36,assets/robocze-pdf/yt-09633.pdf,parts-from-docx,4
YT-85420,YT-85420,93,assets/robocze-pdf/yt-85420.pdf,parts-from-docx,6
YT-85432,YT-85432,150,assets/robocze-pdf/yt-85432.pdf,parts-from-docx,3
85432,YT-85432,150,assets/robocze-pdf/yt-85432.pdf,parts-from-docx,3
YT-85434,YT-85434,172,assets/robocze-pdf/yt-85434.pdf,parts-from-docx,2
YT-82765,YT-82765,63,assets/robocze-pdf/yt-82765.pdf,parts-from-docx,5
YT-09703,YT-09703,34,assets/robocze-pdf/yt-09703.pdf,parts-from-docx,3
YT-36095,YT-36095,33,assets/robocze-pdf/yt-36095.pdf,parts-from-docx,3
YT-36013,YT-36013,47,assets/robocze-pdf/yt-36013.pdf,parts-from-docx,3
YT-85460,YT-85460,169,assets/robocze-pdf/yt-85460.pdf,parts-from-docx,4
YT-85350,YT-85350,38,assets/robocze-pdf/yt-85350.pdf,parts-from-docx,3
YT-85271,YT-85271,0,assets/robocze-pdf/yt-85271.pdf,empty,1
YT-85437,YT-85437,174,assets/robocze-pdf/yt-85437.pdf,parts-from-docx,2
YT-09546,YT-09546,41,assets/robocze-pdf/yt-09546.pdf,parts-from-docx,9
YT-09715,YT-09715,34,assets/robocze-pdf/yt-09715.pdf,parts-from-docx,11
YT-09545,YT-09545,45,assets/robocze-pdf/yt-09545.pdf,parts-from-docx,4
YT-09730,YT-09730,41,assets/robocze-pdf/yt-09730.pdf,parts-from-docx,3
YT-09676,YT-09676,43,assets/robocze-pdf/yt-09676.pdf,parts-from-docx,4
YT-85287,YT-85287,0,assets/robocze-pdf/yt-85287.pdf,drawing-only,10
110755,YT-85287,0,assets/robocze-pdf/yt-85287.pdf,drawing-only,10
240116,YT-85287,0,assets/robocze-pdf/yt-85287.pdf,drawing-only,10
240115,YT-85287,0,assets/robocze-pdf/yt-85287.pdf,drawing-only,10
YT-17410,YT-17410,45,assets/robocze-pdf/yt-17410.pdf,parts-from-docx,4
YT-82157,YT-82157,74,assets/robocze-pdf/yt-82157.pdf,parts-from-docx,5
YT-85422,YT-85422,206,assets/robocze-pdf/yt-85422.pdf,parts-from-docx,3
85422,YT-85422,206,assets/robocze-pdf/yt-85422.pdf,parts-from-docx,3
YT-82886,YT-82886 YT-82887,25,assets/robocze-pdf/yt-82886-yt-82887.pdf,parts-from-docx,8
YT-82887,YT-82886 YT-82887,25,assets/robocze-pdf/yt-82886-yt-82887.pdf,parts-from-docx,8
YT-55808,YT-55808,11,assets/robocze-pdf/yt-55808.pdf,parts-from-docx,3
YT-82772,YT-82772,81,assets/robocze-pdf/yt-82772.pdf,parts-from-docx,6
YT-09544,YT-09544,48,assets/robocze-pdf/yt-09544.pdf,parts-from-docx,4
YT-09528,YT-09528,49,assets/robocze-pdf/yt-09528.pdf,parts-from-docx,7
YT-09540,YT-09540,44,assets/robocze-pdf/yt-09540.pdf,parts-from-docx,6
YT-09525,YT-09525,46,assets/robocze-pdf/yt-09525.pdf,parts-from-docx,10
09525,YT-09525,46,assets/robocze-pdf/yt-09525.pdf,parts-from-docx,10
YT-854837,YT-854837,104,assets/robocze-pdf/yt-854837.pdf,parts-from-docx,3
YT-09222,YT-09222,93,assets/robocze-pdf/yt-09222.pdf,parts-from-docx,4
YT-82122,YT-82122,0,assets/robocze-pdf/yt-82122.pdf,drawing-only,2
YT-82854,YT-82854,31,assets/robocze-pdf/yt-82854.pdf,parts-from-docx,6
YT-09955,YT-09955,95,assets/robocze-pdf/yt-09955.pdf,parts-from-docx,5
YT-30424,YT-30424,14,assets/robocze-pdf/yt-30424.pdf,parts-from-docx,3
YT-82035,YT-82035,40,assets/robocze-pdf/yt-82035.pdf,parts-from-docx,5
82035,YT-82035,40,assets/robocze-pdf/yt-82035.pdf,parts-from-docx,5
YT-82786,YT-82786 & YT-82787,64,assets/robocze-pdf/yt-82786-yt-82787.pdf,parts-from-docx,5
YT-82787,YT-82786 & YT-82787,64,assets/robocze-pdf/yt-82786-yt-82787.pdf,parts-from-docx,5
82786,YT-82786 & YT-82787,64,assets/robocze-pdf/yt-82786-yt-82787.pdf,parts-from-docx,5
82787,YT-82786 & YT-82787,64,assets/robocze-pdf/yt-82786-yt-82787.pdf,parts-from-docx,5
YT-09571,YT-09571,44,assets/robocze-pdf/yt-09571.pdf,parts-from-docx,10
09571,YT-09571,44,assets/robocze-pdf/yt-09571.pdf,parts-from-docx,10
YT-23241,YT-23241 YT-23242,1,assets/robocze-pdf/yt-23241-yt-23242.pdf,parts-from-docx,3
YT-23242,YT-23241 YT-23242,1,assets/robocze-pdf/yt-23241-yt-23242.pdf,parts-from-docx,3
YT-84640,YT-84640 YT-84641,29,assets/robocze-pdf/yt-84640-yt-84641.pdf,parts-from-docx,5
YT-84641,YT-84640 YT-84641,29,assets/robocze-pdf/yt-84640-yt-84641.pdf,parts-from-docx,5
YT-84861,YT-84640 YT-84641,29,assets/robocze-pdf/yt-84640-yt-84641.pdf,parts-from-docx,5
YT-82606,YT-82606,7,assets/robocze-pdf/yt-82606.pdf,parts-from-docx,4
YT-82250,YT-82250,21,assets/robocze-pdf/yt-82250.pdf,parts-from-docx,4
82250,YT-82250,21,assets/robocze-pdf/yt-82250.pdf,parts-from-docx,4
YT-09516,YT-09516,49,assets/robocze-pdf/yt-09516.pdf,parts-from-docx,6
YT-09513,YT-09513,37,assets/robocze-pdf/yt-09513.pdf,parts-from-docx,7
YT-85224,YT-85224 & YT-85225,17,assets/robocze-pdf/yt-85224-yt-85225.pdf,parts-from-docx,6
YT-85225,YT-85224 & YT-85225,17,assets/robocze-pdf/yt-85224-yt-85225.pdf,parts-from-docx,6
10715,YT-85224 & YT-85225,17,assets/robocze-pdf/yt-85224-yt-85225.pdf,parts-from-docx,6
10772,YT-85224 & YT-85225,17,assets/robocze-pdf/yt-85224-yt-85225.pdf,parts-from-docx,6
YT-85176,YT-85176 YT-85177,33,assets/robocze-pdf/yt-85176-yt-85177.pdf,parts-from-docx,3
YT-85177,YT-85176 YT-85177,33,assets/robocze-pdf/yt-85176-yt-85177.pdf,parts-from-docx,3
YT-09213,YT-09213,95,assets/robocze-pdf/yt-09213.pdf,parts-from-docx,3
YT-82016,YT-82016,89,assets/robocze-pdf/yt-82016.pdf,parts-from-docx,7
240518,YT-82016,89,assets/robocze-pdf/yt-82016.pdf,parts-from-docx,7
YT-85182,YT-85182,57,assets/robocze-pdf/yt-85182.pdf,parts-from-docx,3
YT-85208,YT-85208,111,assets/robocze-pdf/yt-85208.pdf,parts-from-docx,2
YT-85300,YT-85300,53,assets/robocze-pdf/yt-85300.pdf,parts-from-docx,5
YT-85192,YT-85192,86,assets/robocze-pdf/yt-85192.pdf,parts-from-docx,6
YT-85234,YT-85234,49,assets/robocze-pdf/yt-85234.pdf,parts-from-docx,5
YT-85175,YT-85175,56,assets/robocze-pdf/yt-85175.pdf,parts-from-docx,8
YT-09224,YT-09224,95,assets/robocze-pdf/yt-09224.pdf,parts-from-docx,4
YT-82601,YT-82601,52,assets/robocze-pdf/yt-82601.pdf,parts-from-docx,3
82601,YT-82601,52,assets/robocze-pdf/yt-82601.pdf,parts-from-docx,3
YT-82171,YT-82171,174,assets/robocze-pdf/yt-82171.pdf,parts-from-docx,4
82171,YT-82171,174,assets/robocze-pdf/yt-82171.pdf,parts-from-docx,4
YT-09510,YT-09510,64,assets/robocze-pdf/yt-09510.pdf,parts-from-docx,4
YT-79951,YT-79951,145,assets/robocze-pdf/yt-79951.pdf,parts-from-docx,6
YT-79950,YT-79951,145,assets/robocze-pdf/yt-79951.pdf,parts-from-docx,6
YT-09206,YT-09206,74,assets/robocze-pdf/yt-09206.pdf,parts-from-docx,5
YT-85173,YT-85173,88,assets/robocze-pdf/yt-85173.pdf,parts-from-docx,4
YT-82116,YT-82116,9,assets/robocze-pdf/yt-82116.pdf,parts-from-docx,2
YT-08518,YT-08518,25,assets/robocze-pdf/yt-08518.pdf,parts-from-docx,5
YT-09211,YT-09211,111,assets/robocze-pdf/yt-09211.pdf,parts-from-docx,2
YT-09204,YT-09204,53,assets/robocze-pdf/yt-09204.pdf,parts-from-docx,4
YT-09201,YT-09201,50,assets/robocze-pdf/yt-09201.pdf,parts-from-docx,2
YT-09212,YT-09212,100,assets/robocze-pdf/yt-09212.pdf,parts-from-docx,3
YT-82007,YT-82007,78,assets/robocze-pdf/yt-82007.pdf,parts-from-docx,5
YT-09205,YT-09205,67,assets/robocze-pdf/yt-09205.pdf,parts-from-docx,4
YT-82242,YT-82242,80,assets/robocze-pdf/yt-82242.pdf,parts-from-docx,7
YT-82390,YT-82390,33,assets/robocze-pdf/yt-82390.pdf,parts-from-docx,8
YT-82826,YT-82826 & YT-82827 & YT-82828,53,assets/robocze-pdf/yt-82826-yt-82827-yt-82828.pdf,parts-from-docx,7
YT-82827,YT-82826 & YT-82827 & YT-82828,53,assets/robocze-pdf/yt-82826-yt-82827-yt-82828.pdf,parts-from-docx,7
YT-82828,YT-82826 & YT-82827 & YT-82828,53,assets/robocze-pdf/yt-82826-yt-82827-yt-82828.pdf,parts-from-docx,7
YT-85003,YT-85003,182,assets/robocze-pdf/yt-85003.pdf,parts-from-docx,14
YT-23310,YT-23310 YT-23320 YT-23321,91,assets/robocze-pdf/yt-23310-yt-23320-yt-23321.pdf,parts-from-docx,7
YT-23320,YT-23310 YT-23320 YT-23321,91,assets/robocze-pdf/yt-23310-yt-23320-yt-23321.pdf,parts-from-docx,7
YT-23321,YT-23310 YT-23320 YT-23321,91,assets/robocze-pdf/yt-23310-yt-23320-yt-23321.pdf,parts-from-docx,7
YT-30436,YT-30436,1,assets/robocze-pdf/yt-30436.pdf,parts-from-docx,3
110009,YT-30436,1,assets/robocze-pdf/yt-30436.pdf,parts-from-docx,3
YT-36012,YT-36012,25,assets/robocze-pdf/yt-36012.pdf,parts-from-docx,3
YT-09203,YT-09203,82,assets/robocze-pdf/yt-09203.pdf,parts-from-docx,5
YT-06063,YT-06063,0,assets/robocze-pdf/yt-06063.pdf,drawing-only,3
YT-05855,YT-05855 YT-05856,46,assets/robocze-pdf/yt-05855-yt-05856.pdf,parts-from-docx,7
YT-05856,YT-05855 YT-05856,46,assets/robocze-pdf/yt-05855-yt-05856.pdf,parts-from-docx,7
730202,YT-7302,7,assets/robocze-pdf/yt-7302.pdf,parts-from-docx,6
730206,YT-7302,7,assets/robocze-pdf/yt-7302.pdf,parts-from-docx,6
730205,YT-7302,7,assets/robocze-pdf/yt-7302.pdf,parts-from-docx,6
730201,YT-7302,7,assets/robocze-pdf/yt-7302.pdf,parts-from-docx,6
YT-07711,YT-07711,40,assets/robocze-pdf/yt-07711.pdf,parts-from-docx,3
YT-07067,YT-07067,83,assets/robocze-pdf/yt-07067.pdf,parts-from-docx,3
YT-06845,YT-06845,13,assets/robocze-pdf/yt-06845.pdf,parts-from-docx,9
YT-07195,YT-07195,14,assets/robocze-pdf/yt-07195.pdf,parts-from-docx,5
YT-07068,YT-07068,170,assets/robocze-pdf/yt-07068.pdf,parts-from-docx,5
YT-17207,YT-17207,43,assets/robocze-pdf/yt-17207.pdf,parts-from-docx,5
YT-07069,YT-07069,87,assets/robocze-pdf/yt-07069.pdf,parts-from-docx,5
YT-82609,YT-82609,78,assets/robocze-pdf/yt-82609.pdf,parts-from-docx,4
YT-82021,YT-82021,48,assets/robocze-pdf/yt-82021.pdf,parts-from-docx,4
YT-09221,YT-09221,100,assets/robocze-pdf/yt-09221.pdf,parts-from-docx,4
YT-06174,YT-06174 & YT-06175,0,assets/robocze-pdf/yt-06174-yt-06175.pdf,drawing-only,1
YT-06175,YT-06174 & YT-06175,0,assets/robocze-pdf/yt-06174-yt-06175.pdf,drawing-only,1
YT-82120,YT-82120,97,assets/robocze-pdf/yt-82120.pdf,parts-from-docx,4
82120,YT-82120,97,assets/robocze-pdf/yt-82120.pdf,parts-from-docx,4
YT-09202,YT-09202,74,assets/robocze-pdf/yt-09202.pdf,parts-from-docx,3
YT-07057,YT-07057,45,assets/robocze-pdf/yt-07057.pdf,parts-from-docx,4
830018,YT-1721,43,assets/robocze-pdf/yt-1721.pdf,parts-from-docx,5
810002,YT-1713,86,assets/robocze-pdf/yt-1713.pdf,parts-from-docx,8
81002,YT-1713,86,assets/robocze-pdf/yt-1713.pdf,parts-from-docx,8
YT-79950,YT-79950,143,assets/robocze-pdf/yt-79950.pdf,parts-from-docx,6
YT-79951,YT-79950,143,assets/robocze-pdf/yt-79950.pdf,parts-from-docx,6
YG-16000,YG-16000,57,assets/robocze-pdf/yg-16000.pdf,parts-from-docx,5
YT-16000,YG-16000,57,assets/robocze-pdf/yg-16000.pdf,parts-from-docx,5
YT-09547,YT-09547,44,assets/robocze-pdf/yt-09547.pdf,parts-from-docx,7
YG-20106,YG-20106,18,assets/robocze-pdf/yg-20106.pdf,parts-from-docx,6
YG-10010,YG-10010,2,assets/robocze-pdf/yg-10010.pdf,parts-from-docx,6
YG-09310,YG-09310 YG-09311 YG-09312,28,assets/robocze-pdf/yg-09310-yg-09311-yg-09312.pdf,parts-from-docx,6
YG-09311,YG-09310 YG-09311 YG-09312,28,assets/robocze-pdf/yg-09310-yg-09311-yg-09312.pdf,parts-from-docx,6
YG-09312,YG-09310 YG-09311 YG-09312,28,assets/robocze-pdf/yg-09310-yg-09311-yg-09312.pdf,parts-from-docx,6
YG-09304,YG-09304,27,assets/robocze-pdf/yg-09304.pdf,parts-from-docx,2
YG-09249,YG-09249,0,assets/robocze-pdf/yg-09249.pdf,drawing-only,4
YT-73462,YT-73462,18,assets/robocze-pdf/yt-73462.pdf,parts-from-docx,4
YG-09305,YG-09305,28,assets/robocze-pdf/yg-09305.pdf,parts-from-docx,2
YT-82205,YT-82205,67,assets/robocze-pdf/yt-82205.pdf,parts-from-docx,5
YG-09307,YG-09307,44,assets/robocze-pdf/yg-09307.pdf,parts-from-docx,6
YG-09226,YG-09226,1,assets/robocze-pdf/yg-09226.pdf,parts-from-docx,5
09226,YG-09226,1,assets/robocze-pdf/yg-09226.pdf,parts-from-docx,5
YG-09227,YG-09227,0,assets/robocze-pdf/yg-09227.pdf,drawing-only,4
09227,YG-09227,0,assets/robocze-pdf/yg-09227.pdf,drawing-only,4
YG-09233,YG-09233,0,assets/robocze-pdf/yg-09233.pdf,drawing-only,4
YG-09250,YG-09250,0,assets/robocze-pdf/yg-09250.pdf,drawing-only,4
09250,YG-09250,0,assets/robocze-pdf/yg-09250.pdf,drawing-only,4
YG-09245,YG-09245,2,assets/robocze-pdf/yg-09245.pdf,parts-from-docx,4
YG-09230,YG-09230,0,assets/robocze-pdf/yg-09230.pdf,drawing-only,4
YG-09231,YG-09231,0,assets/robocze-pdf/yg-09231.pdf,drawing-only,4
YG-09091,YG-09091,0,assets/robocze-pdf/yg-09091.pdf,drawing-only,1
YG-07001,YG-07001,0,assets/robocze-pdf/yg-07001.pdf,drawing-only,3
YG-09070,YG-09070,0,assets/robocze-pdf/yg-09070.pdf,drawing-only,1
YG-05360,YG-05360,37,assets/robocze-pdf/yg-05360.pdf,parts-from-docx,2
YG-09000,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09035,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
000195,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09020,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
