folder,models,model_count,file_count,docx_count,doc_count,pdf_count,image_count,parts_count,status,errors
YT-83101,YT-83101 83101,2,4,1,2,1,0,10,parts-from-docx,
YT-82888 & YT-82889,YT-82888 YT-82889,2,5,3,0,0,0,29,parts-from-docx,
YT-82798 YT-82799,YT-82798 YT-82799,2,5,2,0,1,0,48,parts-from-docx,
YT-36119,YT-36119,1,4,1,1,1,1,52,parts-from-docx,
YT-83060,YT-83060,1,3,1,1,1,0,23,parts-from-docx,
YT-85230,YT-85230,1,4,1,1,1,0,31,parts-from-docx,
YT-82045,YT-82045,1,3,1,0,1,0,77,parts-from-docx,
YT-82119,YT-82119,1,4,2,0,1,1,139,parts-from-docx,
YT-82106,YT-82106,1,3,1,0,1,0,69,parts-from-docx,
YT-82375,YT-82375,1,5,2,0,1,1,67,parts-from-docx,
YT-83090_YT-83091_YT-83092,YT-83090 YT-83091 YT-83092,3,3,3,0,0,0,219,parts-from-docx,
YT-85440,YT-85440,1,3,2,1,0,0,168,parts-from-docx,
YT-85004,YT-85004,1,7,2,0,1,2,214,parts-from-docx,
YT-18900,YT-18900,1,4,2,0,1,1,34,parts-from-docx,
YT-73030,YT-73030,1,3,1,1,0,1,2,parts-from-docx,
YT-82767,YT-82767,1,6,2,0,2,1,44,parts-from-docx,
YT-82040,YT-82040 82040,2,4,1,1,1,1,47,parts-from-docx,
YT-82830 & YT-82831,YT-82830 YT-82831,2,4,2,1,1,0,74,parts-from-docx,
YT-09741,YT-09741,1,6,1,2,1,1,45,parts-from-docx,
YT-09803,YT-09803,1,3,2,0,1,0,32,parts-from-docx,
YT-17412,YT-17412,1,4,2,0,0,1,31,parts-from-docx,
YT-09945,YT-09945,1,3,1,1,1,0,35,parts-from-docx,
YT-09913,YT-09913,1,3,1,0,1,1,22,parts-from-docx,
YT-85220 & YT-85221,YT-85220 YT-85221,2,6,2,1,1,0,111,parts-from-docx,
YT-82003,YT-82003,1,2,1,0,0,0,2,parts-from-docx,
YT-82342,YT-82342,1,5,2,0,1,1,59,parts-from-docx,
YT-82080,YT-82080,1,5,1,1,1,1,49,parts-from-docx,
YT-82164,YT-82164 023003,2,5,2,0,1,1,63,parts-from-docx,
YT-85486,YT-85486,1,1,1,0,0,0,155,parts-from-docx,
YT-82131,YT-82131,1,6,1,1,1,1,145,parts-from-docx,
YT-82240,YT-82240,1,5,2,0,1,1,72,parts-from-docx,
YT-09615,YT-09615 YT-09564,2,4,2,0,0,1,59,parts-from-docx,
YT-82341,YT-82341,1,4,2,0,0,1,85,parts-from-docx,
YT-09910,YT-09910,1,4,2,0,1,1,21,parts-from-docx,
YT-09944,YT-09944,1,3,1,1,1,0,39,parts-from-docx,
YT-85451,YT-85451 YT-85453,2,6,3,0,1,1,123,parts-from-docx,
YT-85001,YT-85001,1,7,2,0,5,0,172,parts-from-docx,
YT-85363,YT-85363,1,5,2,0,1,1,69,parts-from-docx,
YT-09633,YT-09633,1,4,2,0,1,1,36,parts-from-docx,
YT-85420,YT-85420,1,6,2,0,2,1,93,parts-from-docx,
YT-85432,YT-85432 85432,2,3,1,1,1,0,150,parts-from-docx,
YT-85434,YT-85434,1,2,1,1,0,0,172,parts-from-docx,
YT-82765,YT-82765,1,5,1,1,1,1,63,parts-from-docx,
YT-09703,YT-09703,1,3,2,0,1,0,34,parts-from-docx,
YT-36095,YT-36095,1,3,1,1,1,0,33,parts-from-docx,
YT-36013,YT-36013,1,3,1,0,1,0,47,parts-from-docx,
YT-85460,YT-85460,1,4,2,0,1,1,169,parts-from-docx,
YT-85350,YT-85350,1,3,1,1,0,1,38,parts-from-docx,
YT-85271,YT-85271,1,1,1,0,0,0,0,empty,
YT-85437,YT-85437,1,2,1,1,0,0,174,parts-from-docx,
YT-09546,YT-09546,1,9,3,0,1,2,41,parts-from-docx,
YT-09715,YT-09715,1,11,2,3,5,1,34,parts-from-docx,
YT-09545,YT-09545,1,4,2,1,0,1,45,parts-from-docx,
YT-09730,YT-09730,1,3,2,0,1,0,41,parts-from-docx,
YT-09676,YT-09676,1,4,2,0,1,1,43,parts-from-docx,
YT-85287,YT-85287 110755 240116 240115,4,10,3,0,3,2,0,drawing-only,
YT-17410,YT-17410,1,4,2,0,0,1,45,parts-from-docx,
YT-82157,YT-82157,1,5,2,0,1,1,74,parts-from-docx,
YT-85422,YT-85422 85422,2,3,1,1,1,0,206,parts-from-docx,
YT-82886 YT-82887,YT-82886 YT-82887,2,8,3,0,3,1,25,parts-from-docx,
YT-55808,YT-55808,1,3,1,1,0,1,11,parts-from-docx,
YT-82772,YT-82772,1,6,1,1,1,1,81,parts-from-docx,
YT-09544,YT-09544,1,4,1,0,1,1,48,parts-from-docx,
YT-09528,YT-09528,1,7,1,2,1,2,49,parts-from-docx,
YT-09540,YT-09540,1,6,1,2,0,3,44,parts-from-docx,
YT-09525,YT-09525 09525,2,10,1,3,1,3,46,parts-from-docx,
YT-854837,YT-854837,1,3,1,0,0,1,104,parts-from-docx,
YT-09222,YT-09222,1,4,2,0,1,1,93,parts-from-docx,
YT-82122,YT-82122,1,2,0,1,0,1,0,drawing-only,
YT-82854,YT-82854,1,6,1,1,1,1,31,parts-from-docx,
YT-09955,YT-09955,1,5,3,0,1,1,95,parts-from-docx,
YT-30424,YT-30424,1,3,1,0,1,1,14,parts-from-docx,
YT-82035,YT-82035 82035,2,5,1,1,2,1,40,parts-from-docx,
YT-82786 & YT-82787,YT-82786 YT-82787 82786 82787,4,5,2,1,0,2,64,parts-from-docx,
YT-09571,YT-09571 09571,2,10,1,4,0,5,44,parts-from-docx,
YT-23241 YT-23242,YT-23241 YT-23242,2,3,1,0,0,1,1,parts-from-docx,
YT-84640 YT-84641,YT-84640 YT-84641 YT-84861,3,5,2,0,1,1,29,parts-from-docx,
YT-82606,YT-82606,1,4,1,0,1,0,7,parts-from-docx,
YT-82250,YT-82250 82250,2,4,1,1,1,1,21,parts-from-docx,
YT-09516,YT-09516,1,6,2,0,1,0,49,parts-from-docx,
YT-09513,YT-09513,1,7,1,3,1,2,37,parts-from-docx,
YT-85224 & YT-85225,YT-85224 YT-85225 10715 10772,4,6,1,0,3,1,17,parts-from-docx,
YT-85176 YT-85177,YT-85176 YT-85177,2,3,1,0,1,0,33,parts-from-docx,
YT-09213,YT-09213,1,3,2,0,0,1,95,parts-from-docx,
YT-82016,YT-82016 240518,2,7,2,0,2,1,89,parts-from-docx,
YT-85182,YT-85182,1,3,1,0,1,0,57,parts-from-docx,
YT-85208,YT-85208,1,2,2,0,0,0,111,parts-from-docx,
YT-85300,YT-85300,1,5,2,0,0,1,53,parts-from-docx,
YT-85192,YT-85192,1,6,2,0,2,1,86,parts-from-docx,
YT-85234,YT-85234,1,5,2,1,1,0,49,parts-from-docx,
YT-85175,YT-85175,1,8,2,0,2,2,56,parts-from-docx,
YT-09224,YT-09224,1,4,2,0,1,1,95,parts-from-docx,
YT-82601,YT-82601 82601,2,3,2,0,1,0,52,parts-from-docx,
YT-82171,YT-82171 82171,2,4,1,1,2,0,174,parts-from-docx,
YT-09510,YT-09510,1,4,1,0,1,1,64,parts-from-docx,
YT-79951,YT-79951 YT-79950,2,6,2,0,2,1,145,parts-from-docx,
YT-09206,YT-09206,1,5,2,0,2,1,74,parts-from-docx,
YT-85173,YT-85173,1,4,2,0,1,0,88,parts-from-docx,
YT-82116,YT-82116,1,2,1,0,0,0,9,parts-from-docx,
YT-08518,YT-08518,1,5,1,1,1,1,25,parts-from-docx,
YT-8273,,0,6,1,3,1,1,15,parts-from-docx,
YT-09211,YT-09211,1,2,2,0,0,0,111,parts-from-docx,
YT-8300,,0,3,1,1,0,1,20,parts-from-docx,
YT-8303,,0,3,1,1,0,1,22,parts-from-docx,
YT-09204,YT-09204,1,4,2,0,1,1,53,parts-from-docx,
YT-09201,YT-09201,1,2,2,0,0,0,50,parts-from-docx,
YT-09212,YT-09212,1,3,2,0,0,1,100,parts-from-docx,
YT-82007,YT-82007,1,5,1,0,3,1,78,parts-from-docx,
YT-09205,YT-09205,1,4,2,0,1,1,67,parts-from-docx,
YT-82242,YT-82242,1,7,2,0,2,1,80,parts-from-docx,
YT-82390,YT-82390,1,8,2,0,1,3,33,parts-from-docx,
YT-82826 & YT-82827 & YT-82828,YT-82826 YT-82827 YT-82828,3,7,3,2,2,0,53,parts-from-docx,
YT-85003,YT-85003,1,14,1,0,13,0,182,parts-from-docx,
YT-23310 YT-23320 YT-23321,YT-23310 YT-23320 YT-23321,3,7,3,0,4,0,91,parts-from-docx,
YT-30436,YT-30436 110009,2,3,1,0,1,1,1,parts-from-docx,
YT-36012,YT-36012,1,3,1,1,1,0,25,parts-from-docx,
YT-09203,YT-09203,1,5,3,0,1,1,82,parts-from-docx,
YT-8301,,0,3,1,1,0,1,16,parts-from-docx,
YT-06063,YT-06063,1,3,1,0,0,1,0,drawing-only,
YT-8302,,0,3,1,1,0,1,22,parts-from-docx,
YT-05855 YT-05856,YT-05855 YT-05856,2,7,3,0,2,1,46,parts-from-docx,
YT-7302,730202 730206 730205 730201,4,6,1,0,0,5,7,parts-from-docx,
YT-8245,,0,2,1,1,0,0,15,parts-from-docx,
YT-07711,YT-07711,1,3,1,1,1,0,40,parts-from-docx,
YT-07067,YT-07067,1,3,1,1,0,1,83,parts-from-docx,
YT-06845,YT-06845,1,9,1,2,0,6,13,parts-from-docx,
YT-07195,YT-07195,1,5,1,1,0,1,14,parts-from-docx,
YT-07068,YT-07068,1,5,3,0,1,1,170,parts-from-docx,
YT-17207,YT-17207,1,5,1,1,2,1,43,parts-from-docx,
YT-07069,YT-07069,1,5,3,0,1,1,87,parts-from-docx,
YT-82609,YT-82609,1,4,2,0,1,0,78,parts-from-docx,
YT-82021,YT-82021,1,4,2,0,0,1,48,parts-from-docx,
YT-09221,YT-09221,1,4,2,0,1,1,100,parts-from-docx,
YT-06174 & YT-06175,YT-06174 YT-06175,2,1,0,0,0,1,0,drawing-only,
YT-82120,YT-82120 82120,2,4,1,1,1,1,97,parts-from-docx,
YT-09202,YT-09202,1,3,2,0,0,1,74,parts-from-docx,
YT-2370,,0,4,1,2,1,0,24,parts-from-docx,
YT-3610,,0,3,1,1,0,1,28,parts-from-docx,
YT-2376,,0,3,1,1,1,0,25,parts-from-docx,
YT-07057,YT-07057,1,4,3,0,1,0,45,parts-from-docx,
YT-3600,,0,3,1,1,0,1,17,parts-from-docx,
YT-1715,,0,4,1,2,1,0,42,parts-from-docx,
YT-2340,,0,3,0,1,2,0,0,drawing-only,
YT-1720,,0,6,1,1,2,2,66,parts-from-docx,
YT-1721,830018,1,5,1,1,1,2,43,parts-from-docx,
YT-1714,,0,3,1,2,0,0,42,parts-from-docx,
YT-3609,,0,2,1,1,0,0,26,parts-from-docx,
YT-2346,,0,3,1,1,1,0,48,parts-from-docx,
YT-1711,,0,7,1,2,1,2,43,parts-from-docx,
YT-1709,,0,3,1,2,0,0,30,parts-from-docx,
YT-1707,,0,3,1,2,0,0,30,parts-from-docx,
YT-0980,,0,3,1,1,0,1,41,parts-from-docx,
YT-0960,,0,6,1,2,0,2,52,parts-from-docx,
YT-1704,,0,3,1,2,0,0,30,parts-from-docx,
YT-0780,,0,5,1,1,2,1,15,parts-from-docx,
YT-1706,,0,3,1,2,0,0,30,parts-from-docx,
YT-0762,,0,4,1,2,0,1,10,parts-from-docx,
YT-0770,,0,2,1,1,0,0,41,parts-from-docx,
YT-1713,810002 81002,2,8,2,2,2,2,86,parts-from-docx,
YT-0760,,0,6,1,2,1,2,35,parts-from-docx,
YT-0761,,0,6,1,2,1,2,38,parts-from-docx,
YT-0781,,0,5,1,2,1,1,15,parts-from-docx,
YT-0753,,0,6,1,2,2,1,0,drawing-only,
YT-0782,,0,3,1,1,0,1,7,parts-from-docx,
YT-0755,,0,3,0,2,1,0,0,drawing-only,
YT-79950,YT-79950 YT-79951,2,6,2,0,2,1,143,parts-from-docx,
YT-0754,,0,5,1,1,2,1,32,parts-from-docx,
YG-16000,YG-16000 YT-16000,2,5,2,0,1,1,57,parts-from-docx,
YT-09547,YT-09547,1,7,2,0,1,1,44,parts-from-docx,
YG-20106,YG-20106,1,6,3,0,1,1,18,parts-from-docx,
YT-0767,,0,4,1,1,1,1,43,parts-from-docx,
YG-10010,YG-10010,1,6,2,0,2,2,2,parts-from-docx,
YG-09310 YG-09311 YG-09312,YG-09310 YG-09311 YG-09312,3,6,5,0,0,1,28,parts-from-docx,
YG-09304,YG-09304,1,2,2,0,0,0,27,parts-from-docx,
YG-09249,YG-09249,1,4,1,0,0,3,0,drawing-only,
YT-73462,YT-73462,1,4,1,1,1,1,18,parts-from-docx,
YG-09305,YG-09305,1,2,2,0,0,0,28,parts-from-docx,
YT-82205,YT-82205,1,5,2,0,1,1,67,parts-from-docx,
YG-09307,YG-09307,1,6,2,0,1,3,44,parts-from-docx,
YG-09226,YG-09226 09226,2,5,1,0,1,3,1,parts-from-docx,
YG-09227,YG-09227 09227,2,4,0,0,1,3,0,drawing-only,
YG-09233,YG-09233,1,4,1,0,1,2,0,drawing-only,
YG-09250,YG-09250 09250,2,4,0,0,1,3,0,drawing-only,
YG-09245,YG-09245,1,4,1,0,0,3,2,parts-from-docx,
YG-09230,YG-09230,1,4,1,0,1,2,0,drawing-only,
YG-09231,YG-09231,1,4,1,0,1,2,0,drawing-only,
YG-09091,YG-09091,1,1,0,0,1,0,0,drawing-only,
YG-07001,YG-07001,1,3,1,0,0,2,0,drawing-only,
YG-09070,YG-09070,1,1,0,0,0,1,0,drawing-only,
YG-05360,YG-05360,1,2,1,1,0,0,37,parts-from-docx,
YG-09000-YG-09035,YG-09000 YG-09035 000195 YG-09020 YG-09034 YG-09033 YG-09032 YG-09030 YG-09024 YG-09022 YG-09025 YG-09031 YG-09021 YG-09023 YG-09014 YG-09013 YG-09011 YG-09012 YG-09010 YG-09003 YG-09002 YG-09001 YG-09006 YG-09005 YG-09004,25,52,24,1,24,3,0,drawing-only,
YT-07020 YT-07021,YT-07020 YT-07021,2,7,2,0,2,1,2,parts-from-docx,
YG-05356,YG-05356,1,3,1,1,1,0,32,parts-from-docx,
YT-8271,,0,6,1,3,1,1,16,parts-from-docx,
YT-82395,YT-82395,1,3,1,0,1,0,63,parts-from-docx,
YT-25021,YT-25021,1,4,2,0,0,1,67,parts-from-docx,
YT-82037,YT-82037 82037,2,4,1,1,1,1,59,parts-from-docx,
YT-82105,YT-82105,1,5,1,1,1,1,53,parts-from-docx,
YT-82159,YT-82159,1,6,2,0,1,1,57,parts-from-docx,
YG-05322,YG-05322,1,4,1,1,2,0,25,parts-from-docx,
YG-05320,YG-05320,1,4,1,1,2,0,25,parts-from-docx,
YT-82760,YT-82760 82760,2,5,1,1,2,1,38,parts-from-docx,
YG-05323,YG-05323,1,4,1,1,2,0,25,parts-from-docx,
YT-09912,YT-09912,1,3,1,0,1,1,2,parts-from-docx,
YG-05321,YG-05321 05321,2,5,1,1,2,1,25,parts-from-docx,
YT-0965,,0,3,1,1,0,1,34,parts-from-docx,
YG-05300,YG-05300,1,3,1,1,1,0,51,parts-from-docx,
YG-05281,YG-05281,1,5,1,1,1,1,0,drawing-only,
YG-05270,YG-05270,1,3,1,1,1,0,50,parts-from-docx,
YG-05330,YG-05330,1,4,1,1,2,0,0,drawing-only,
YG-05310,YG-05310,1,3,1,1,1,0,58,parts-from-docx,
YG-05275,YG-05275,1,3,1,1,1,0,50,parts-from-docx,
YG-05280,YG-05280,1,3,1,1,1,0,48,parts-from-docx,
YG-05290,YG-05290,1,3,1,1,1,0,55,parts-from-docx,
YG-05262,YG-05262,1,3,1,1,1,0,55,parts-from-docx,
DZ_YT-17000,YT-17000 YT-17001,2,5,1,1,2,1,0,drawing-only,
DZ_YT-17001,YT-17001 YT-17000,2,7,2,1,2,2,38,parts-from-docx,
DZ_YT-09524,YT-09524,1,7,0,4,3,0,0,drawing-only,
YT-81983,YT-81983 81983,2,5,2,0,0,2,90,parts-from-docx,
DZ_YT-17004,YT-17004 YT-17000,2,7,2,1,2,2,41,parts-from-docx,
DZ_YT-09632,YT-09632,1,7,0,4,2,1,0,drawing-only,
DZ_YT-09904,YT-09904 09904,2,3,1,0,2,0,18,parts-from-docx,
DZ_YT-17002,YT-17002 YT-17000,2,7,2,1,2,2,38,parts-from-docx,
DZ_YT-17006,YT-17006 YT-17000,2,7,2,1,2,2,41,parts-from-docx,
DZ_YT-09702,YT-09702,1,2,0,1,1,0,0,drawing-only,
DZ_YT-8310,,0,2,1,1,0,0,20,parts-from-docx,
DZ_YT-09102,YT-09102,1,2,0,0,0,2,0,drawing-only,
DZ_YT-09717,YT-09717,1,2,1,0,1,0,41,parts-from-docx,
YT-82829 & YT-828291,YT-82829 YT-828291,2,5,1,1,0,1,50,parts-from-docx,
DZ_YT-09675,YT-09675,1,4,0,2,2,0,0,drawing-only,
DZ_YT-09740,YT-09740 09740,2,4,0,1,2,1,0,drawing-only,
DZ_YT-08519,YT-08519,1,4,1,0,1,1,38,parts-from-docx,
YG-09303,YG-09303,1,2,2,0,0,0,27,parts-from-docx,
YT-36127,YT-36127,1,2,1,0,0,1,39,parts-from-docx,
YT-82036,YT-82036 82036,2,4,1,1,1,1,46,parts-from-docx,
DZ_YT-8305,,0,5,0,1,1,3,0,drawing-only,
DZ_YT-7312,731205,1,1,0,0,0,1,0,drawing-only,
DZ_YT-7310,731005,1,1,0,0,0,1,0,drawing-only,
DZ_82967_82970,82967 82970,2,3,1,0,0,2,12,parts-from-docx,
DZ_YT-8304,,0,8,0,3,3,2,0,drawing-only,
DZ_YT-06174 & YT-06175,YT-06174 YT-06175 06174,3,2,0,0,0,2,0,drawing-only,
DZ_YT-7311,731105,1,1,0,0,0,1,0,drawing-only,
DZ_YT-2375,,0,2,0,1,1,0,0,drawing-only,
"DZ_YT-1334, YT-1335",,0,1,0,0,1,0,0,drawing-only,
DZ_YT-5901_5905,,0,15,4,6,1,4,240,parts-from-docx,
DZ_YT-7307,,0,3,1,1,0,1,0,drawing-only,
DZ_YT-0420,,0,1,0,1,0,0,0,empty,
DZ_YT-0990,,0,2,0,1,0,1,0,drawing-only,
DZ_YT-2357,,0,5,1,1,2,1,0,drawing-only,
DZ_YT-0953,,0,7,2,2,0,2,47,parts-from-docx,
YT-82607,YT-82607,1,6,1,1,1,1,63,parts-from-docx,
YT-82812 & YT-82813,YT-82812 YT-82813,2,5,0,2,1,0,0,drawing-only,
89610,89610,1,3,1,0,0,1,0,drawing-only,
DZ_YT-0400,,0,1,0,1,0,0,0,empty,
YT-82398 YT-82399,YT-82398 YT-82399 091020 202406,4,4,2,0,1,0,61,parts-from-docx,
82942,82942,1,3,1,1,0,1,38,parts-from-docx,
DZ_81117,81117,1,2,0,1,1,0,0,drawing-only,
DZ_YT-0981,,0,5,0,3,1,1,0,drawing-only,
DZ_81110,81110,1,4,0,2,2,0,0,drawing-only,
DZ_81114,81114,1,2,0,1,1,0,0,drawing-only,
DZ_81119,81119,1,4,0,2,2,0,0,drawing-only,
DZ_81634,81634,1,2,0,1,1,0,0,drawing-only,
82543,82543,1,2,1,1,0,0,34,parts-from-docx,
DZ_YT-09505,YT-09505,1,8,1,3,1,3,44,parts-from-docx,
DZ_81118,81118,1,2,0,1,1,0,0,drawing-only,
80902,80902,1,9,4,1,2,2,50,parts-from-docx,
89611,89611,1,3,1,0,0,1,0,drawing-only,
82544,82544,1,2,1,1,0,0,34,parts-from-docx,
DZ_81108,81108,1,6,2,1,3,0,0,drawing-only,
DZ_81135,81135,1,2,0,1,1,0,0,drawing-only,
80072,80072,1,4,1,1,1,1,15,parts-from-docx,
81618,81618,1,7,1,3,2,1,24,parts-from-docx,
82542,82542,1,2,1,1,0,0,24,parts-from-docx,
81100,81100 81110,2,5,1,1,2,1,46,parts-from-docx,
81101,81101,1,6,1,1,2,2,46,parts-from-docx,
82541,82541,1,2,1,1,0,0,24,parts-from-docx,
80340,80340,1,6,1,2,1,2,20,parts-from-docx,
YT-82832 & YT-82833,YT-82832 YT-82833,2,3,2,1,0,0,48,parts-from-docx,
80350,80350,1,6,1,2,1,2,20,parts-from-docx,
80330,80330,1,6,1,3,2,0,38,parts-from-docx,
YT-82824,YT-82824 102823 YT-828296,3,6,2,0,1,1,45,parts-from-docx,
YT-0771,,0,3,1,2,0,0,41,parts-from-docx,
80412,80412,1,7,1,2,1,0,66,parts-from-docx,
80042,80042,1,4,1,1,1,1,15,parts-from-docx,
80111,80111 820050,2,7,2,1,1,3,42,parts-from-docx,
80970,80970,1,3,1,1,0,1,29,parts-from-docx,
79927,79927,1,4,1,1,1,1,21,parts-from-docx,
80012,80012,1,4,1,1,1,1,15,parts-from-docx,
DZ_81107,81107,1,4,0,2,2,0,0,drawing-only,
79930,79930,1,4,1,1,1,1,24,parts-from-docx,
79926,79926,1,4,1,1,1,1,21,parts-from-docx,
YT-82814 & YT-82815,YT-82814 YT-82815,2,4,2,1,0,1,50,parts-from-docx,
DZ_YT-09860,YT-09860,1,5,1,0,1,3,75,parts-from-docx,
YT-82810 & YT-82811,YT-82810 YT-82811,2,3,2,1,0,0,56,parts-from-docx,
YT-17214,YT-17214 830023,2,5,2,0,2,1,45,parts-from-docx,
YT-8311,,0,5,1,2,1,1,26,parts-from-docx,
YT-82221,YT-82221,1,4,2,0,0,1,66,parts-from-docx,
YT-09575,YT-09575,1,5,2,1,0,1,86,parts-from-docx,
80052,80052,1,4,1,1,1,1,16,parts-from-docx,
YT-09564,YT-09564 YT-09615,2,4,1,1,0,1,44,parts-from-docx,
79944,79944,1,5,1,1,1,2,28,parts-from-docx,
80032,80032,1,4,1,1,1,1,15,parts-from-docx,
79928,79928,1,4,1,1,1,1,22,parts-from-docx,
79931,79931,1,5,1,1,1,1,36,parts-from-docx,
79933,79933,1,4,1,1,1,0,35,parts-from-docx,
79909,79909,1,4,1,1,0,1,36,parts-from-docx,
80022,80022,1,4,1,1,1,1,15,parts-from-docx,
YT-81355,YT-81355,1,3,1,0,1,0,18,parts-from-docx,
YG-20102,YG-20102,1,6,2,0,2,1,23,parts-from-docx,
79810,79810 79811 79812,3,8,1,2,2,2,53,parts-from-docx,
79880,79880,1,2,0,1,0,1,0,drawing-only,
79929,79929,1,4,1,1,1,1,26,parts-from-docx,
79772,79772,1,3,1,1,0,1,41,parts-from-docx,
79811,79811 79810 79812,3,8,1,2,2,2,54,parts-from-docx,
79783,79783,1,3,1,1,0,1,41,parts-from-docx,
79790,79790,1,3,1,1,0,1,54,parts-from-docx,
79774,79774,1,3,1,1,0,1,45,parts-from-docx,
YT-09511,YT-09511,1,7,1,2,1,2,47,parts-from-docx,
DZ_81133,81133,1,3,0,1,2,0,0,drawing-only,
DZ_YT-17005,YT-17005 YT-17000,2,7,2,1,2,2,41,parts-from-docx,
YT-30477,YT-30477,1,1,1,0,0,0,1,parts-from-docx,
79782,79782,1,3,1,1,0,1,41,parts-from-docx,
81617,81617,1,5,1,2,1,1,34,parts-from-docx,
79771,79771,1,7,1,2,1,2,42,parts-from-docx,
79781,79781,1,3,1,1,0,1,42,parts-from-docx,
79932,79932,1,4,1,1,1,0,35,parts-from-docx,
79775,79775,1,3,1,1,0,1,45,parts-from-docx,
79773,79773,1,3,1,1,0,1,45,parts-from-docx,
79328,79328,1,6,1,2,1,1,30,parts-from-docx,
79350,79350 79351,2,5,2,1,0,1,17,parts-from-docx,
79734,79734,1,4,1,0,1,1,105,parts-from-docx,
79320,79320,1,3,1,1,0,1,29,parts-from-docx,
79327,79327,1,7,2,2,1,1,30,parts-from-docx,
78992,78992,1,4,2,0,2,0,37,parts-from-docx,
YT-82608,YT-82608,1,4,2,0,1,0,74,parts-from-docx,
79135,79135 021044,2,4,1,0,1,1,59,parts-from-docx,
79358,79358,1,5,1,2,1,1,15,parts-from-docx,
YT-82605,YT-82605,1,4,1,0,1,0,65,parts-from-docx,
YT-82284,YT-82284,1,4,1,0,2,0,0,drawing-only,
YT-82604,YT-82604,1,5,2,0,1,0,22,parts-from-docx,
YG-09096,YG-09096,1,1,0,0,0,1,0,drawing-only,
YT-82553,YT-82553,1,6,1,1,0,1,49,parts-from-docx,
YT-82462,YT-82462,1,5,2,0,1,1,20,parts-from-docx,
79309,79309,1,4,0,2,2,0,0,drawing-only,
78995,78995,1,4,2,0,2,0,38,parts-from-docx,
79314,79314,1,3,1,1,1,0,20,parts-from-docx,
79093,79093,1,5,2,0,1,1,53,parts-from-docx,
79325,79325,1,9,2,4,0,2,21,parts-from-docx,
78997,78997,1,4,2,0,2,0,37,parts-from-docx,
78981,78981,1,5,2,0,3,0,36,parts-from-docx,
YT-82560,YT-82560,1,2,2,0,0,0,119,parts-from-docx,
79324,79324,1,5,2,2,0,1,21,parts-from-docx,
YT-82161,YT-82161 022019,2,4,2,0,1,0,142,parts-from-docx,
YT-09742,YT-09742,1,7,1,3,1,2,49,parts-from-docx,
78972,78972,1,3,2,0,1,0,48,parts-from-docx,
YT-09515,YT-09515,1,9,3,1,1,3,94,parts-from-docx,
78982,78982,1,4,2,0,2,0,38,parts-from-docx,
79354,79354,1,3,1,1,0,1,18,parts-from-docx,
78210 78211,78210 78211,2,6,3,0,1,1,49,parts-from-docx,
78855,78855,1,6,2,0,1,1,34,parts-from-docx,
78974,78974,1,4,2,0,1,1,61,parts-from-docx,
78983,78983,1,4,2,0,2,0,38,parts-from-docx,
78910,78910,1,3,2,0,0,1,12,parts-from-docx,
78641,78641,1,6,1,1,1,3,3,parts-from-docx,
78894,78894,1,4,2,0,1,1,2,parts-from-docx,
78190,78190,1,6,1,0,1,1,22,parts-from-docx,
YG-05350,YG-05350,1,3,1,1,1,0,34,parts-from-docx,
78186_78187,78186 78187,2,9,3,0,1,2,0,drawing-only,
78870,78870,1,4,1,1,2,0,38,parts-from-docx,
78912,78912,1,7,2,1,3,1,16,parts-from-docx,
YT-0959,,0,6,1,2,1,1,52,parts-from-docx,
78911,78911,1,4,2,0,1,1,29,parts-from-docx,
YT-23300 YT-23305,YT-23300 YT-23305,2,3,1,1,1,0,76,parts-from-docx,
78203 78204,78203 78204,2,6,3,0,1,1,95,parts-from-docx,
78184 78185,78184 78185,2,6,3,0,1,1,61,parts-from-docx,
78180_78181,78180 78181,2,9,3,0,1,2,66,parts-from-docx,
78158,78158,1,5,1,0,1,1,1,parts-from-docx,
"78084, 78085",78084 78085,2,7,2,0,1,2,2,parts-from-docx,
"78138,78139",78138 78139,2,9,3,0,1,3,15,parts-from-docx,
YT-82117,YT-82117,1,2,1,0,0,0,9,parts-from-docx,
78125,78125,1,5,2,0,1,1,14,parts-from-docx,
78113,78113,1,6,2,0,1,1,36,parts-from-docx,
YT-82051,YT-82051 82051,2,4,1,1,1,1,47,parts-from-docx,
75954,75954,1,5,2,0,1,0,0,drawing-only,
YT-82004,YT-82004,1,3,1,0,1,0,9,parts-from-docx,
75953,75953,1,3,1,1,0,1,62,parts-from-docx,
YT-82198,YT-82198 022027,2,3,1,0,1,0,65,parts-from-docx,
"78136,78137",78136 78137,2,9,4,0,1,2,1,parts-from-docx,
78143,78143,1,5,1,0,1,1,34,parts-from-docx,
"78132,78133",78132 78133,2,9,4,0,1,2,1,parts-from-docx,
YT-82293,YT-82293 82293,2,6,2,2,1,1,26,parts-from-docx,
78107,78107,1,6,2,0,1,1,10,parts-from-docx,
75951,75951,1,3,1,1,1,0,66,parts-from-docx,
75945,75945,1,4,1,1,2,0,15,parts-from-docx,
"78090, 78091",78090 78091,2,7,2,0,1,2,1,parts-from-docx,
75884,75884,1,4,3,0,0,1,22,parts-from-docx,
YT-8272,,0,6,1,3,1,1,14,parts-from-docx,
YT-81357,YT-81357,1,3,1,0,1,0,21,parts-from-docx,
79792,79792,1,4,1,1,1,1,54,parts-from-docx,
