fileId,model,title,brand,previewUrl,viewerUrl,reason
1CPd1eDTK4dXDYoxm8n5qJ4RGQ9eLOJOy,67455,Czesci_zamienne_67455.pdf,LUND,https://drive.google.com/file/d/1CPd1eDTK4dXDYoxm8n5qJ4RGQ9eLOJOy/preview,https://drive.google.com/file/d/1CPd1eDTK4dXDYoxm8n5qJ4RGQ9eLOJOy/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1EOGM6eFaoES5wZCPGtw2PX5wjfsDRFU0,67456,Czesci_zamienne_67456.pdf,LUND,https://drive.google.com/file/d/1EOGM6eFaoES5wZCPGtw2PX5wjfsDRFU0/preview,https://drive.google.com/file/d/1EOGM6eFaoES5wZCPGtw2PX5wjfsDRFU0/view?usp=drivesdk,unknown brand / numeric filename / missing device name
11JTaudD5kYRSzWGIe1ra7PNFQytk4sqQ,67457,Czesci_zamienne_67457.pdf,LUND,https://drive.google.com/file/d/11JTaudD5kYRSzWGIe1ra7PNFQytk4sqQ/preview,https://drive.google.com/file/d/11JTaudD5kYRSzWGIe1ra7PNFQytk4sqQ/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1x_rK2tqIAk0iooFu3Qc6zv8jrVOrUdEq,67458,Czesci_zamienne_67458.pdf,LUND,https://drive.google.com/file/d/1x_rK2tqIAk0iooFu3Qc6zv8jrVOrUdEq/preview,https://drive.google.com/file/d/1x_rK2tqIAk0iooFu3Qc6zv8jrVOrUdEq/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1nKtVeFvITUUr88b9l-CmfOaZ8sDP-SVQ,67460,Czesci_zamienne_67460.pdf,LUND,https://drive.google.com/file/d/1nKtVeFvITUUr88b9l-CmfOaZ8sDP-SVQ/preview,https://drive.google.com/file/d/1nKtVeFvITUUr88b9l-CmfOaZ8sDP-SVQ/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1Xh6OKt4zkh58bqTn_fgpaQYH3aQ7hcbT,67470,Czesci_zamienne_67470.pdf,LUND,https://drive.google.com/file/d/1Xh6OKt4zkh58bqTn_fgpaQYH3aQ7hcbT/preview,https://drive.google.com/file/d/1Xh6OKt4zkh58bqTn_fgpaQYH3aQ7hcbT/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1sKjbivYPklV1hKypUoYb214lDF6Zkizm,67480,Czesci_zamienne_67480.pdf,LUND,https://drive.google.com/file/d/1sKjbivYPklV1hKypUoYb214lDF6Zkizm/preview,https://drive.google.com/file/d/1sKjbivYPklV1hKypUoYb214lDF6Zkizm/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1XeY6KEeeRqkkU8ZbhSbx0oGUFQJuivX1,67500,Czesci_zamienne_67500.pdf,LUND,https://drive.google.com/file/d/1XeY6KEeeRqkkU8ZbhSbx0oGUFQJuivX1/preview,https://drive.google.com/file/d/1XeY6KEeeRqkkU8ZbhSbx0oGUFQJuivX1/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1a7ssh8dRqixUDcJbZbk7gcXMCceJUeMN,67501,Czesci_zamienne_67501.pdf,LUND,https://drive.google.com/file/d/1a7ssh8dRqixUDcJbZbk7gcXMCceJUeMN/preview,https://drive.google.com/file/d/1a7ssh8dRqixUDcJbZbk7gcXMCceJUeMN/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1fk-rJYvgA4LFS75ixN1wD7f7XiSLIKqB,67520,Czesci_zamienne_67520.pdf,LUND,https://drive.google.com/file/d/1fk-rJYvgA4LFS75ixN1wD7f7XiSLIKqB/preview,https://drive.google.com/file/d/1fk-rJYvgA4LFS75ixN1wD7f7XiSLIKqB/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1gPLCrOFgGHCzUUKUdf_xzrhWBbpodc-Y,67521,Czesci_zamienne_67521.pdf,LUND,https://drive.google.com/file/d/1gPLCrOFgGHCzUUKUdf_xzrhWBbpodc-Y/preview,https://drive.google.com/file/d/1gPLCrOFgGHCzUUKUdf_xzrhWBbpodc-Y/view?usp=drivesdk,unknown brand / numeric filename / missing device name
1tvRNsXaT_ncjTMWHtGDSPQptnKrortk8,67522,Czesci_zamienne_67522.pdf,LUND,https://drive.google.com/file/d/1tvRNsXaT_ncjTMWHtGDSPQptnKrortk8/preview,https://drive.google.com/file/d/1tvRNsXaT_ncjTMWHtGDSPQptnKrortk8/view?usp=drivesdk,unknown brand / numeric filename / missing device name
